Ligand,SMILE,PDBCode
1ai7_decoy_1,OC1CCCCC1,1ai7
1ai7_decoy_10,OCCCC1CC1,1ai7
1ai7_decoy_2,C=CCCCO,1ai7
1ai7_decoy_3,CCCC1(O)CC1,1ai7
1ai7_decoy_4,CC[C@H]1CCCO1,1ai7
1ai7_decoy_5,CC1(CO)CCC1,1ai7
1ai7_decoy_6,CC(C)=C(C)O,1ai7
1ai7_decoy_7,OCC1CCCC1,1ai7
1ai7_decoy_8,COC1CCCC1,1ai7
1ai7_decoy_9,C=C(C)CCCO,1ai7
1aid_decoy_1,O=C(CCC(=O)N1CCC[C@H]2CC=CC2=C1O)Nc1cccc(-c2ccccc2Cl)c1,1aid
1aid_decoy_10,CC1=CC=C(C2=CC(=CC(=O)OCc3ccc(C)o3)CCO2)OC1=C(C)C(N)=O,1aid
1aid_decoy_2,Cc1cc(C)cc([C@H](CCl)N(C(=O)c2ccc3c(c2O)O[C@@H](C)C3)c2cccnc2)c1,1aid
1aid_decoy_3,COc1cccc(Oc2ccc(O)c(C(=O)c3c[nH]c4c3=CCOC=4)c2)c1OC,1aid
1aid_decoy_4,COc1cc([C@H](O)CNC(=O)c2ccc(C)c3c2OCC=C3)cc2c1OCCO2,1aid
1aid_decoy_5,COC(=O)[C@H]1OC(=O)c2cc(O)c(C(=O)Nc3ccc(C4=CCC=C4)cc3)cc21,1aid
1aid_decoy_6,Cc1ccc([C@H](O)c2cc3c(cc2OC(=O)c2cncc(C=O)c2)OCO3)cc1,1aid
1aid_decoy_7,COc1cc(Oc2ccccc2NC(=O)[C@@H]2COc3ccccc3O2)ccc1O,1aid
1aid_decoy_8,N=C(O)C=C1OCCc2ccc(OC(=O)COc3ccc4c(c3)[C@@H](O)CC4)cc21,1aid
1aid_decoy_9,O=C(C=Cc1ccc2c(c1)OCO2)NCc1ccc2c(c1)C(=O)C[C@H](CO)CO2,1aid
1aj7_decoy_1,CCCCCOP(OCCOC(=O)O)OC(C)=O,1aj7
1aj7_decoy_10,C[C@@]1(OC(=O)NCCOC(=O)O)CNC(=O)C(=O)OC1=O,1aj7
1aj7_decoy_2,COP(OC[C@H](C)COC(=O)CC(C)(C)O)P(O)O,1aj7
1aj7_decoy_3,C[C@@H]1OOP(CCCC(=O)OC(C)(C)COP=O)O1,1aj7
1aj7_decoy_4,CCOP(CCCP=O)OCCOC(=O)OC(C)=O,1aj7
1aj7_decoy_5,CCOP(COC(=O)O[C@@H](CCP)C(=O)O)OCC,1aj7
1aj7_decoy_6,COP(OC[C@@H](CO)C(=O)OCC(C)C)OP(C)O,1aj7
1aj7_decoy_7,C[C@H](CP(O)O)C(=O)OCC(=O)CC(C)(C)P=O,1aj7
1aj7_decoy_8,O=C(OOc1ncc(O)cn1)C1=CC[C@H](OO)O[C@H]1OO,1aj7
1aj7_decoy_9,C[C@@H]1OCC(=O)NC1=NC(=O)C1=COO[C@@H]1OOC(=O)O,1aj7
1ajn_decoy_1,O=[N+]([O-])CCOc1ccc(O)cc1,1ajn
1ajn_decoy_10,COC(=O)COc1cc[n+]([O-])cc1,1ajn
1ajn_decoy_2,CC(C)(C)OC(=O)CCC[N+](=O)[O-],1ajn
1ajn_decoy_3,COc1ccc(O)c(C[N+](=O)[O-])c1,1ajn
1ajn_decoy_4,CC(=O)OCc1cc[n+]([O-])c(O)c1,1ajn
1ajn_decoy_5,COc1cc(O)c(C)c([N+](=O)[O-])c1,1ajn
1ajn_decoy_6,O=[N+]([O-])c1ccccc1OCCO,1ajn
1ajn_decoy_7,COc1ccc([N+](=O)[O-])cc1OC,1ajn
1ajn_decoy_8,CCOC(=O)C(=C(C)CC)[N+](=O)[O-],1ajn
1ajn_decoy_9,O=[N+]([O-])c1cccc(OCCO)c1,1ajn
1ajp_decoy_1,c1ccc(-n2cc([C@H]3CCCN(c4nccc5cnncc45)C3)nn2)cc1,1ajp
1ajp_decoy_10,CCn1cc(CN=CN=C2C(=CC3=CCC=C3)N=C3C(C)=CC=CN32)nn1,1ajp
1ajp_decoy_2,CCc1ncc2c(n1)C=CN(C1CCN(c3nccn4cncc34)CC1)C2,1ajp
1ajp_decoy_3,C1=C[C@H](Cn2cncn2)[C@@H](c2cnn(-c3ncc4c(n3)CCC4)c2)CC1,1ajp
1ajp_decoy_4,Cc1ncc2n1C=C1C(=Nc3cccc(-c4ccnn4C)n3)CCCN1C2,1ajp
1ajp_decoy_5,c1cnc2c(c1)ccn2-c1ccc(CN2CCC(n3cccn3)CC2)nn1,1ajp
1ajp_decoy_6,c1cc2nc(CN3CCC[C@H](c4n[nH]c5ncncc45)C3)ccc2cn1,1ajp
1ajp_decoy_7,CCc1nn(C2=CCC=N2)c2nc(N3CCCC3)nc(N3CCCCC3)c12,1ajp
1ajp_decoy_8,Cc1nnc2n1CCC2=C1C=CC=NN1c1cccc(-c2ccccn2)n1,1ajp
1ajp_decoy_9,C=CC=Nc1ccn2c(c1)nn1c(N=CC3=CC=CC=CC3=CC)nnc12,1ajp
1ajq_decoy_1,CO[C@H]1[C@@H](OCCO[C@H](O)[C@@H](O)CO)C[C@H](O)C[C@H]1[NH3+],1ajq
1ajq_decoy_10,[NH3+]C[C@@H]1OC[C@@H](O)COC[C@@H](O)COCC(O)=C[C@H]1O,1ajq
1ajq_decoy_2,COC(=O)[C@@H](O)C[C@@]1([C@H]([NH3+])[C@@H](O)CO)CCOC[C@H]1O,1ajq
1ajq_decoy_3,[NH3+]C[C@@H](O)[C@H]1COC[C@]1(O)CO[C@]1(CO)COCCO1,1ajq
1ajq_decoy_4,COC(=O)C[C@]1(C)OC[C@@](O)(CO)[C@H]([C@@H](O)C[NH3+])[C@@H]1O,1ajq
1ajq_decoy_5,CO[C@@H]1OC[C@@H](O)[C@H](O)[C@@H]([NH3+])COCCOC[C@H]1CO,1ajq
1ajq_decoy_6,[NH3+][C@@H]1C[C@@H](OCOCO)[C@]1(C[C@H]1COCCO1)C(O)O,1ajq
1ajq_decoy_7,[NH3+]C[C@]1(OCOC[C@@H](O)CO)C[C@](O)(CO)CC[C@H]1O,1ajq
1ajq_decoy_8,[NH3+]C[C@@H]1CCC[C@H]2OC[C@@H](CO[C@@H](CO)OO)O[C@@]12O,1ajq
1ajq_decoy_9,COCCOC[C@@H](O)[C@]1(C)COC(=C(O)O)[C@H]([NH3+])[C@@H]1O,1ajq
1ajv_decoy_1,C=CC=C(C(CCC1=CCC=C1F)=C(CNC(=O)NC)c1cc(C(=O)OC)nn1C(=O)c1[nH]ccc1Cl)C(F)(F)Cl,1ajv
1ajv_decoy_10,Cc1ccc(NC(=O)c2cccc(OC(F)(F)Cl)c2-c2cc(C)c(F)cc2Cl)c(NC(=O)NCC(=O)N(C)C=N)c1,1ajv
1ajv_decoy_2,C=CCN(C)c1cc(NC=C(C(=O)Oc2ccc(NC(=O)NC(O)=NF)c(F)c2)c2cc(F)cc(Cl)c2)ccc1Cl,1ajv
1ajv_decoy_3,CC=C(NC(=O)c1c(N)nc(C)c(C(C)=NN(C(=O)C2=C(Cl)CC=C2F)C(=O)C2CC=CC2)c1CCl)C(O)=C(F)F,1ajv
1ajv_decoy_4,COC(C(=CCF)NC(=O)Nc1ccccc1NC(=O)NCC(=O)N1CC=C(c2cccc(F)c2Cl)CC1)=C(F)Cl,1ajv
1ajv_decoy_5,CC(=O)Nc1cc2cc(C(=O)Nc3ccc(Cl)cc3)c(NC(=O)C(=O)NCC(C=C(F)F)=C(F)CCl)nc2cc1C,1ajv
1ajv_decoy_6,C=CC(=CC)NC(=O)CCN1C(=O)C(=CCC(=O)NC2=NC=C=C2F)c2ccc(NC(=O)C(Cl)=CC(F)(F)Cl)cc21,1ajv
1ajv_decoy_7,COc1cc(F)cc(C=C(N=CC(=Cc2[nH]c(C(=O)NCN)cc2Cl)c2nc(C)c(C)o2)OC(C)(C)C(F)(F)Cl)c1,1ajv
1ajv_decoy_8,C=CC(Cl)=C(NCCC1=CNN=C(CC)C(=O)N(Cc2ccc(C)o2)C(=O)c2ccc(F)cc2NC1=O)C(F)(F)Cl,1ajv
1ajv_decoy_9,CN(C(=O)CCC=Nn1cccc1C=CC(=O)Nc1c(F)cc(F)c(Cl)c1F)C(=O)NCCc1cc(Cl)ccc1O,1ajv
1ajx_decoy_1,CSC[C@@H](C1CC1)N(C)C(=O)c1ccc(C(=O)N2C=C[NH2+]CCOc3cccn4c(C)nc(c34)C(=O)NCC2)o1,1ajx
1ajx_decoy_10,CC(=O)OCc1cc(F)ccc1CCNC(=O)NCc1c[nH]nc1-c1ccc([C@H]2[C@@H](O)CNCOC[C@@H]2O)nc1,1ajx
1ajx_decoy_2,COC(=O)C[N@H+](CC(=O)N1CCN(C2CCCCC2)CC1)[C@H]1C(=C(C)c2cccnc2)Sc2[nH]c(=O)[nH]c(=O)c21,1ajx
1ajx_decoy_3,C=CCN(C(=O)[C@H]1CN(C(=O)C2=CC=C3CC(=O)C=C3N2)CC[N@@H+]1[C@H](C)Cc1cc(C2CC2)[nH]n1)S(C)(=O)=O,1ajx
1ajx_decoy_4,COc1ccccc1NC(=O)CCCS[C@@H]1C[C@@H](C(=O)N2Cc3cccc(=N)n3C3=NC[NH2+]CC(C)=C32)OC1=O,1ajx
1ajx_decoy_5,C[C@@H]1COc2nc(OCC3=CC[NH+]=C3)c(NC(=O)C[C@@H]3C(=O)Nc4ccccc4N3C(=O)[C@@H]3CCCS3)cc2O1,1ajx
1ajx_decoy_6,CNC(=O)CNC(=O)CNC(=O)[C@@H]1[C@@H](C(=O)Nc2ccc3[nH]nc(C4=CCOC=C4F)c3c2)[C@@H]1c1ccc(C)o1,1ajx
1ajx_decoy_7,COC[C@H](O)CNC(=O)N[C@H]1c2c3c([nH]c(=O)c2N(C(=O)Nc2ccc(F)cc2)C(=O)[C@@H]1C)C1=CNC[C@@H]1C3,1ajx
1ajx_decoy_8,CC[C@@H](O)CNC(=O)C(=O)NNC(=O)[C@@H](N=C1C=CC(C2=CCC=C2F)=C2C1=CN=C2C)C(=O)N1CC[C@@H](O)C1,1ajx
1ajx_decoy_9,CCOC(=O)c1ccc(NC(=O)NC(=O)c2ccnc(NC=C3C(=O)[C@H](CNO)[C@H]4NC[C@H](C)C[C@@H]34)c2)cc1,1ajx
1akv_decoy_1,CC=C(C(=O)NC=C1OC[C@@H]2C(=O)N([C@H]3C=NNC3=O)C(=O)C=C12)C(=CO)OP(O)O,1akv
1akv_decoy_10,CC=C(C=COP(O)O)C(=O)NC(=O)NC(=O)C(=O)OCCN1C[C@H]2CC[C@H](N2)C1=O,1akv
1akv_decoy_2,COC(=O)[C@]1(c2nc(-c3ccc(O)cn3)no2)CN(C[C@@H](O)P(O)O)C[C@]1(C)CO,1akv
1akv_decoy_3,NC(=O)NC1CN(C(=O)OCOC(=O)[C@@H]2CCN(C(=O)C3=C[C@@](O)(P=O)OC=C3)C2)C1,1akv
1akv_decoy_4,C[C@H]1C(=O)N2C(C(=O)NCCOP(O)[C@H]3CCCOC3)=C(C(N)=O)N(C(=O)O)C2=C1O,1akv
1akv_decoy_5,O=C(O)c1ccc(NC(=O)[C@H](CCP(O)O)NC2=Nc3[nH]c(=O)oc(=O)c3C2=O)cc1,1akv
1akv_decoy_6,O=C(O)N=C1OCCNC1=CC(=NOCC1CC1)[C@H]1COC[C@@H](CP(O)O)C(=O)N1,1akv
1akv_decoy_7,O=CC=CC=C1C(=CC2=NOCO2)NC(=O)[C@@]12CN(CC(=O)NCCP(O)O)C(=O)O2,1akv
1akv_decoy_8,O=C1NC(=O)[C@H](C(=O)N2CCOC[C@]2(CO)CNCCCP(O)O)N2C(=O)CC[C@H]12,1akv
1akv_decoy_9,O=C(NCCO)C1=C(N=c2nc[nH]cc2C(=O)C2=CCOC=C2)OC[C@@H](OP(O)O)O1,1akv
1al8_decoy_1,OCO[C@@H]1COC[C@]1(O)[C@@H](O)CO,1al8
1al8_decoy_10,CO[C@@](O)(CO)[C@]1(O)COCCO1,1al8
1al8_decoy_2,OC[C@@H]1[C@@H](O)O[C@@H]2OC[C@@H](O)[C@@H]21,1al8
1al8_decoy_3,OC[C@H]1COC[C@]1(O)[C@H](O)COO,1al8
1al8_decoy_4,CO[C@@H]1C[C@@H](CO)[C@@H](O)O[C@H]1O,1al8
1al8_decoy_5,OCCO[C@]1(CO)C[C@H](O)O[C@@H]1O,1al8
1al8_decoy_6,CCO[C@H]1CO[C@H](O)[C@]1(O)CO,1al8
1al8_decoy_7,C[C@@]1([C@@H](O)CO)OC[C@@H](C(O)O)O1,1al8
1al8_decoy_8,OC[C@@H](O)[C@]1(CO)COC[C@@H]1O,1al8
1al8_decoy_9,COC[C@@]1(CO)[C@@H](O)OC[C@@H]1O,1al8
1alw_decoy_1,CCSCCOC1=CCOC=C1,1alw
1alw_decoy_10,O=C1OCCNC2=COCC=C12,1alw
1alw_decoy_2,CSCCOC1=CCC=C1CO,1alw
1alw_decoy_3,CSCCCOC1=CCOC=C1,1alw
1alw_decoy_4,C=C1C=C(SCC(=O)OC)CC1,1alw
1alw_decoy_5,CC=CCOC[C@H]1CSCCO1,1alw
1alw_decoy_6,CCCC1=C(C(=O)O)S[C@@H](C)C1,1alw
1alw_decoy_7,CCC[C@]1(O)CCCSC(=O)C1,1alw
1alw_decoy_8,COCCCSC1=CCC=C1O,1alw
1alw_decoy_9,O=C(CCCO)C1=CCCSC1,1alw
1amk_decoy_1,O=C1NCc2oc3c(OC(=O)NCP(O)O)[nH]nc3c2C(=O)N1,1amk
1amk_decoy_10,OOCCOOCC[C@@]1(Br)OOC[C@@H]1OO,1amk
1amk_decoy_2,O=C(COP(O)O)Nc1nnc(CN2C[C@H]3OCNC(=O)[C@H]32)o1,1amk
1amk_decoy_3,N=C(NC(=O)Oc1ccc2c(c1)N1C(=O)CON1O2)NP(O)O,1amk
1amk_decoy_4,O=C(NC1=NOC(=O)[C@@H](CN2CCCC2=O)C(=O)N1)NP(O)O,1amk
1amk_decoy_5,N=C(NC(=O)C=CNP(O)O)N1C(=O)[C@H]2[C@H](O)CCN2C1=O,1amk
1amk_decoy_6,O=C(OP(O)O)c1[nH]c(O)nc1-c1ncc2[nH]c(=O)[nH]c(=O)n12,1amk
1amk_decoy_7,N=C1NP(O)OC2=NO[C@@H](C(=O)O)CCOCCNC(=O)CN12,1amk
1amk_decoy_8,O=C(Cn1c(=O)[nH][nH]c1=O)n1cnc([C@]2(O)CCOP(O)O2)n1,1amk
1amk_decoy_9,CN1CC(=O)C(=O)OCc2n[nH]c(n2)NC(=O)[C@@H]1COP(O)O,1amk
1amw_decoy_1,O=C(OCCOP(O)O)N1CC[C@H]2OONC(=O)[C@]2(O)C1,1amw
1amw_decoy_10,O=C1NC[C@@H](C(=O)O[C@H]2C(=O)CN(CP(O)O)C2=O)O1,1amw
1amw_decoy_2,O=POCCN1C(=O)OC(=O)[C@@]2(CO[C@H](C(=O)O)N2)C1=O,1amw
1amw_decoy_3,O=C1C[C@]2(CO1)O[C@@H](C(=O)NCCOP(O)O)NC2=O,1amw
1amw_decoy_4,COC(=O)OC(=O)N1C[C@@H](P(O)O)[C@H](CN)[C@H]1C(=O)O,1amw
1amw_decoy_5,N[C@]1(C2=C(C(=O)NCOP(O)O)COC2=O)COCO1,1amw
1amw_decoy_6,O=C(NCCOP(O)O)N[C@@H]1COC[C@@](O)(OO)C(=O)C1,1amw
1amw_decoy_7,N=C1N=C(C2=CO[C@H](COP(O)O)O2)OC[C@@H](CO)O1,1amw
1amw_decoy_8,N[C@@H]1COP(O)OC[C@]1(O)C(=O)NCCCOC(=O)O,1amw
1amw_decoy_9,O=C1NC[C@H](O)CN1C(=O)C1=CO[C@@H](COP(O)O)O1,1amw
1atl_decoy_1,CC[C@@H](O)CC(=O)O[C@H](COC1=CC=CCC1=NS)CC(C)C,1atl
1atl_decoy_10,C=C(COCC(=O)N(C[C@H](C)CC)C[C@H]1CCOC[C@H]1O)SC,1atl
1atl_decoy_2,CCCCSC1=CCN(C(=O)C[C@H](CCO)OCC)C[C@H]1O,1atl
1atl_decoy_3,CCOC(=O)C1=C(S[C@H](C)CC)NC(=O)C1=CC(C)=CCCO,1atl
1atl_decoy_4,COC(=O)CSCC(=CC1=CCC=C1C)C(=O)N[C@H](C)[C@@H](C)O,1atl
1atl_decoy_5,CC[C@@H](CCNC(=O)C1=C(CC(C)(C)O)SCC1=O)CC(C)=O,1atl
1atl_decoy_6,C=C(C)C(=CC)CN(C[C@H](O)CO)C(=O)CSC[C@@H]1CCCO1,1atl
1atl_decoy_7,C=C(C)C(=C)CNC(=O)[C@@H](CSC)CC(=O)OC[C@H]1CCCO1,1atl
1atl_decoy_8,COCCC[C@@](C)(O)CNC(=O)C(=O)CSCC1=CCC=C1C,1atl
1atl_decoy_9,C=CC(=CC)COC(=O)NC[C@H](O)CSCCOC1CCCC1,1atl
1atr_decoy_1,O=C(OCCOP(O)O)N1CC[C@H]2OONC(=O)[C@]2(O)C1,1atr
1atr_decoy_10,O=C1NC[C@@H](C(=O)O[C@H]2C(=O)CN(CP(O)O)C2=O)O1,1atr
1atr_decoy_2,O=POCCN1C(=O)OC(=O)[C@@]2(CO[C@H](C(=O)O)N2)C1=O,1atr
1atr_decoy_3,O=C1C[C@]2(CO1)O[C@@H](C(=O)NCCOP(O)O)NC2=O,1atr
1atr_decoy_4,COC(=O)OC(=O)N1C[C@@H](P(O)O)[C@H](CN)[C@H]1C(=O)O,1atr
1atr_decoy_5,N[C@]1(C2=C(C(=O)NCOP(O)O)COC2=O)COCO1,1atr
1atr_decoy_6,O=C(NCCOP(O)O)N[C@@H]1COC[C@@](O)(OO)C(=O)C1,1atr
1atr_decoy_7,N=C1N=C(C2=CO[C@H](COP(O)O)O2)OC[C@@H](CO)O1,1atr
1atr_decoy_8,N[C@@H]1COP(O)OC[C@]1(O)C(=O)NCCCOC(=O)O,1atr
1atr_decoy_9,O=C1NC[C@H](O)CN1C(=O)C1=CO[C@@H](COP(O)O)O1,1atr
1avn_decoy_1,[NH3+]CCc1ncc[nH]1,1avn
1avn_decoy_10,NC(=O)NC1=CCSC(C(=O)OCC(F)F)=C1C(F)(F)F,1avn
1avn_decoy_2,C=[NH+]C(C)=C(N)NC,1avn
1avn_decoy_3,CC1=C(N)C=NC1=[NH2+],1avn
1avn_decoy_4,C=C(N)[NH+]=CC(C)=N,1avn
1avn_decoy_5,CN1CCN=C1C[NH3+],1avn
1avn_decoy_6,CC1=CC(=[NH2+])N=C1N,1avn
1avn_decoy_7,NC1=CN([NH3+])CC=C1,1avn
1avn_decoy_8,CC1=CCNC(N)=[NH+]1,1avn
1avn_decoy_9,[NH3+]CCc1ccn[nH]1,1avn
1ax0_decoy_1,CC=C1C=C(N2CCC[C@H](c3nccnc3N)C2)C=CS1,1ax0
1ax0_decoy_10,CC1=C(Nc2nc(CN3CCC[C@@H]3C)cs2)N(C)C=CC1,1ax0
1ax0_decoy_2,C=C1C=CC=C1NCCn1cc(C2=CC=CSC=C2)nn1,1ax0
1ax0_decoy_3,CC=CC=C1CSc2cc(-c3cc(=N)cnn3CC)[nH]c21,1ax0
1ax0_decoy_4,C=C(C)C=C1N=C(SCC)n2nc3c(c2N1)CCCCC3,1ax0
1ax0_decoy_5,Cc1cn2nc(CC=CNC3=CC=C3S)nc2c(C)c1C,1ax0
1ax0_decoy_6,C=C1C=C(c2ccc(NCC(C)(C)C)nn2)c2nscc21,1ax0
1ax0_decoy_7,CNc1nc(-c2sc3nc(C)ncc3c2C)cc(C)c1C,1ax0
1ax0_decoy_8,C=c1ccc2nc([C@H](C)Sc3ncccn3)[nH]c2c1=CC,1ax0
1ax0_decoy_9,C=C1SCC=C1c1[nH]c(-c2cncnc2N(C)C)cc1C,1ax0
1azm_decoy_1,O=c1nc(SCSO)[nH]c(=O)[nH]1,1azm
1azm_decoy_10,Nc1cnc(-c2ccc3c(Br)cc(Br)cc3n2)nc1N,1azm
1azm_decoy_2,NC(=S)CNC1=NS(=O)(=O)N=C1O,1azm
1azm_decoy_3,O=c1[nH]c(=O)n(CSO)c(=S)[nH]1,1azm
1azm_decoy_4,NOCSc1n[nH]c(=S)[nH]c1=O,1azm
1azm_decoy_5,O=C(S)Nn1c(=O)[nH]c(=O)[nH]c1=S,1azm
1azm_decoy_6,CS(=O)(=O)NC(=O)NC1=NNCS1,1azm
1azm_decoy_7,NC(=O)CNC(=O)OC1=NNSS1,1azm
1azm_decoy_8,O=C(O)NN=c1sc(=S)[nH][nH]c1=O,1azm
1azm_decoy_9,COC(=O)CSC1=NNN(O)N1,1azm
1b55_decoy_1,O=C1NC[C@]2(OCCCP(O)O)CCCCCCOC(=O)C[C@H](COC2)N1,1b55
1b55_decoy_10,O=C(OCCO)OCCOCP(O)O,1b55
1b55_decoy_2,CO[C@]12CCC[C@H](C1)N(C(=O)OC(C)(C)C)C(=O)[C@]2(C)C(=O)NCP(O)O,1b55
1b55_decoy_3,CC(C)(C)OC(=O)N1CC(=O)C[C@H]2OC(=CC(=CO)CP(O)O)NC(=O)[C@@H]2C1,1b55
1b55_decoy_4,C=C(O)[C@@H](OCOC(=O)CO)P(O)O,1b55
1b55_decoy_5,C[C@@](O)(COOCCO)COP(O)O,1b55
1b55_decoy_6,COCC(=O)OC[C@@](C)(O)OP(O)O,1b55
1b55_decoy_7,OP(O)OCCOC[C@]1(O)COCO1,1b55
1b55_decoy_8,O=C(O)OC[C@H](O)CCOCP(O)O,1b55
1b55_decoy_9,CC(O)(O)OP(O)OCCOCCO,1b55
1b57_decoy_1,COC(=O)CN(C)[C@H](CO)P(O)O,1b57
1b57_decoy_10,COP(CN(C)CC(=O)O)OCO,1b57
1b57_decoy_2,CC(C)N(CO)C[C@H](O)P(O)O,1b57
1b57_decoy_3,CCCN[C@H](CO)C(=O)P(O)O,1b57
1b57_decoy_4,COC(=O)[C@@H](C)OCNCP(O)O,1b57
1b57_decoy_5,CCOOC(C=NOO)=CCPO,1b57
1b57_decoy_6,OP(O)CCNC[C@@H]1CCOOO1,1b57
1b57_decoy_7,COC(=O)CN(CCO)CP(O)O,1b57
1b57_decoy_8,COC(=O)C[C@H](O)NCCP(O)O,1b57
1b57_decoy_9,CCOOOC(C)=N[C@H](C)P(O)O,1b57
1b6k_decoy_1,CC[C@H]1C[C@H](O)CCCCO[C@@H]2C=CCOCCC[C@@H](OC(=O)CC3=CC(=O)NCC3)C(=O)N(C[C@H](O)CO1)C2,1b6k
1b6k_decoy_10,CCc1c([C@@H](O)CC)oc2c1[C@H]1CCC[C@@H]1OC(=O)[C@@H](CC)NC(=O)[C@H](C)[C@@](O)(CC)COC(=O)[C@H](C)NC2=O,1b6k
1b6k_decoy_2,CCOC(=O)[C@@]1(NC(=O)OC(C)(C)C)C[C@@H]2OC(=O)C=C[C@@H](C)C=C=CC=C(C3=CCOC3=O)C(=O)N[C@]2(C)C1,1b6k
1b6k_decoy_3,CC1=CC(=O)N[C@]2(C)C[C@H](C)C[C@H]2OC(=CC[C@@H](C)O)C(=O)NNC(=O)COC(=O)COC1=C(C)C(=O)C1CC1,1b6k
1b6k_decoy_4,CCC[C@@]1(C)CO[C@H](C[C@](O)(CC)CO)CC(=O)N[C@H](C(C)C)C(=O)N[C@@]2(CCCC[C@H]2C)C(=O)OCC(=O)O1,1b6k
1b6k_decoy_5,C=C1CC[C@H](C(=O)N2NC(=O)[C@@](C)(OC(=O)C(C)(C)C)C(=O)O[C@@H](CCC)CO[C@@H](C)[C@@H](CCO)C2=O)C1=CC,1b6k
1b6k_decoy_6,C[C@H]1CC=C[C@@H](O)[C@@H](C[C@@](C)(CO)C(C)(C)C)OCCOC(=O)[C@@](C)(Oc2ccccc2)C(=O)NC(=O)NC1=O,1b6k
1b6k_decoy_7,CC[C@@H]1CCCCCCO[C@H]2CCCC[C@H](O)[C@H](C(=O)OC)[C@@H](C)O[C@H](C)CNC(=O)C(=O)NC[C@@H](C1)OC2,1b6k
1b6k_decoy_8,CC(C)C1=C[C@H](C)COC(=O)[C@](C)(C(=O)NC[C@](C)(O)CNC(=O)C2=CC[C@@H](C)C(=O)O2)OC(=O)C(C)(C)CC1,1b6k
1b6k_decoy_9,Cc1ccc([C@@H]2CNC(=O)CN3C(=O)C[C@@](CCO)(CC=CC[C@H]([C@H](O)CO)CCC[C@H](C)CC(=O)O2)C3=O)o1,1b6k
1b6l_decoy_1,NC=C[C@H](CC[NH3+])OC(=O)c1ccc(C(=O)NC(=O)Nc2cc(C(=O)Nc3cc[nH]c(=O)c3)ccc2O)cc1,1b6l
1b6l_decoy_10,CCc1c(C=NC(=O)Nc2c(C[NH2+]C3CC3)ccc3cc(C=O)ccc23)cnn1CC(=O)Nc1ccncc1,1b6l
1b6l_decoy_2,COc1ccc(O)cc1CNC(=O)NC(=O)CCCNC(=O)Nc1ccc2c(c1O)C[NH2+]c1c[nH]c(=O)cc1-2,1b6l
1b6l_decoy_3,C[NH2+]CC1=NCc2c(cccc2-c2ncccc2CNC(=O)NCCCN(C(=O)c2occc2C)C2CC2)N1,1b6l
1b6l_decoy_4,CCNc1ccc(N(Cc2ccc(O)cc2O)C(=O)c2nc(C[NH2+]CCc3ccncc3)n(C3CC3)n2)cc1,1b6l
1b6l_decoy_5,COc1cc(NC(=O)n2[nH]c(=O)c3ccccc32)ccc1N(CCN1CCC[C@H](C[NH3+])C1)CCn1cccc1,1b6l
1b6l_decoy_6,CN(C(=O)CNC(=O)Cc1nn(-c2cccc(N)c2)c(=O)n1CC[N@H+]1CC[C@@H](C2=CCC=C2)CC1)C1CCC1,1b6l
1b6l_decoy_7,CC[C@@H](C)NC(=O)c1ccc(CO)c(C[NH2+]CCc2nc3cc4cnn(-c5ccc(OC)cc5)c4nc3[nH]2)c1,1b6l
1b6l_decoy_8,CC(C)c1n[nH]c(CC#N)c1C=NNC(=O)c1ccc(Oc2ccc(N3C[C@H]([NH2+]C4CC4)CC3=O)cc2)cc1,1b6l
1b6l_decoy_9,COc1ccc(-c2cc(N[C@@H]3CCO[C@H]3CNCCC[NH3+])nc(-c3ccc(-n4cccn4)cc3)n2)cc1OC,1b6l
1b74_decoy_1,CC=Cc1ccc(C)n1-c1ccc(NC(=O)C=CC2=CCN=C2)cc1,1b74
1b74_decoy_10,C[C@@H](C1=CCOC=C1)[N@H+]1CCC[C@@]2(CCC(=O)O2)CC1,1b74
1b74_decoy_2,CCCNC(=O)c1c2c(cc3c1=Nc1cc(NC)ccc1-3)=CC=CC2,1b74
1b74_decoy_3,O=C(NCc1cccc2ccccc12)Nc1ccc2cnccc2c1,1b74
1b74_decoy_4,C1COC[C@@]2(C1)CC[N@@H+]([C@@H]1CCO[C@]3(CCOC3)C1)C2,1b74
1b74_decoy_5,C[C@@H]1CCC2=CC(=CCO2)C[N@H+]2CCO[C@H](CC2)CO1,1b74
1b74_decoy_6,CC1=CC(=O)[C@@H]2C[C@@H](CCO2)[N@H+]2CC[C@@H](CC2)OCC1,1b74
1b74_decoy_7,CC=C1C2=CCCOCC[C@@H]3C[N@H+](CCO3)C[C@H]1CO2,1b74
1b74_decoy_8,C1COC[C@@H](C[N@H+]2CCC[C@]3(CCCCO3)CC2)OC1,1b74
1b74_decoy_9,C[N@@H+]1CCOCCOCC2=CC=CC2=C2CCC(=O)[C@@H]21,1b74
1b8n_decoy_1,C=C(C)CCCNC(=O)N[C@@H]1CCS(=O)(=O)C1,1b8n
1b8n_decoy_10,CCCNC(=O)CNC(=O)SC[C@@H]1CCCO1,1b8n
1b8n_decoy_2,CCCCCCNC(=O)NC1=CCS(=O)(=O)C1,1b8n
1b8n_decoy_3,NC(=O)CCCC(=O)NC(=O)SC1CCCC1,1b8n
1b8n_decoy_4,CC(C)(O)CS(=O)(=O)CCNCc1ccc[nH]1,1b8n
