PDBCode,RDKitCanonSmile
5jss,[H]N(CP(=O)(O)N([H])C(CC(C)C)C(=O)N([H])CC(C)C(C)(C)C)C(=O)OCc1ccccc1
3zlr,[H]N1C(C(=O)O)=C(CCCOc2ccc(C[N+]([H])([H])[H])cc2)SC1c1ccc2c(c1)C(N([H])N([H])C1Sc3ccccc3N1[H])CCC2
2jgb,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN(C)C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
6ftp,[H]OCC(=O)C1(O[H])Cc2c(O[H])c3c(c(O[H])c2C(OC2CC([N+]([H])([H])[H])C(O[H])C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
2v72,[H]OCC1OC(O[H])C(O[H])C(O[H])C1O[H]
4idn,[H]OC1C(COP(=O)(O)OP(=O)(O)N([H])P(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
5m77,[H]OC1C[N+]([H])([H])CC(CSC2OC(CSC3OC(CO~[HH])C(O~[HH])C(O~[HH])C3O~[HH])C(O[H])C(O[H])C2O[H])C1O[H]
2buc,[H]N([H])C(=O)C1Cc2ccccc2CN1C(=O)CC(Cc1ccccc1F)[N+]([H])([H])[H]
2vwn,[H]OC1C[N+]([H])(CC(=O)N([H])c2ccc(-n3ccccc3=O)cc2F)CC1N([H])C(=O)c1ccc(Cl)s1
4q3t,[H]ON([H])C(N([H])CCCC(C(=O)O)[N+]([H])([H])[H])=[N+]([H])[H]
4lrr,O=C(Oc1ccc2c3c(cccc13)C(=O)O2)c1ccc([N+](=O)[O-])cc1
6dh2,[H]OC(CN(CC(CC)CC)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
4xty,[H]OC1C(CN([H])S(=O)(=O)N([H])C(=O)CCCCC2SCC3C2N([H])C(=O)N3[H])OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1F
4p6c,[H]OC(COP(=O)(O)O)C(O[H])C(=O)N([H])O[H]
5jsq,[H]N1CN(CCCCCCP(=O)(O)O)C2=C1C(=O)N([H])C(N([H])[H])N2[H]
5ect,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)N([H])P(=O)(O)OP(=O)(O)O
6eux,[H]N1C=C(F)C(N([H])C2C3CCC(CC3)C2C(=O)O)N([H])C1=C1C2=CC(F)=CN([H])C2N([H])N1[H]
2qu6,[H]N(C)C(=O)C1C=C(Oc2ccc3c(c2)N([H])C(N([H])c2ccc(Cl)c(OCC4CCC[N+]4([H])C)c2)O3)C=CN1[H]
4hgw,[H]OCC(O[H])C1CC(OC2(C(=O)O)CC(O[H])C(O[H])C(C(CO[H])O[H])O2)CC(OC=CC)(C(=O)O)O1
1sdt,[H]OC(CC(Cc1ccccc1)C(=O)N([H])C1c2ccccc2CC1O[H])C[N+]1([H])CC[N+]([H])(CC2=CC=CN([H])C2)CC1C(=O)N([H])C(C)(C)C
2r2l,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
3oe5,[H]Oc1cc([N+](=O)[O-])cc(C(=O)N([H])CC=CC2OC(SC3=CCN([H])C=C3)C(O[H])C2O[H])c1O[H]
4rql,C=C1C=CC2(C(C)C)CC12
1h0a,[H]OC1C(O[H])C(OP(=O)(O)O)C(OP(=O)(O)O)C(O[H])C1OP(=O)(O)O
3ryz,[H]N(CC(F)(F)C(F)(F)C(F)(F)F)C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1
5fe6,[H][N+]([H])([H])C1CCN(C(=O)C2CC2)CC1
5v79,[H]N(C(=O)CSC1N([H])C2=C(N([H])C(N([H])[H])N([H])C2=O)N1C)c1ccccc1
1nli,[H]N1CN([H])C2=C1C(N([H])[H])N([H])CN2[H]
4ibe,[H]OC1=C(O[H])N(c2ccc(Cl)c(C(=O)O)c2)C(c2cc(Br)cs2)C1C(=O)c1ccccc1
4r4t,[H]N(Cc1ccc(C2C=C(C(=O)O)N([H])N2c2ccc(Cl)c(Cl)c2)cc1)C(=S)c1ccc(-c2ccc(C(=O)O)o2)cc1
4ido,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
3zq9,[H]OCC1C[N+]([H])([H])C(O[H])C(O[H])C1OC1OC(CO~[HH])C(O~[HH])C(O~[HH])C1O~[HH]
3kgu,[H]Oc1ccc(-c2coc3cc(O[H])cc(O[H])c3c2=O)cc1
5ji8,[H]N([H])C(=O)c1ccc2c(c1)SC(N([H])[H])N2[H]
1z6s,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
1f8d,[H]OC1C=C(C(=O)O)OC(C(O[H])C(C[N+]([H])([H])[H])O[H])C1N([H])C(C)=O
3rr4,[H]OC1=C2CC3=C(C=C2N([H])C(N([H])C)N1[H])N([H])C(N([H])C)N3[H]
4cpz,[H]OCC(O[H])C(O[H])C1OC(C(=O)O)CC(N([H])C(N([H])[H])=[N+]([H])[H])C1N([H])C(C)=O
4do1,COc1ccc(C(=O)O)cc1
1elb,[H]N(C(=O)C(CC(C)C)N([H])C(=O)C(CCCC[N+]([H])([H])[H])N([H])C(=O)C(F)(F)F)c1ccc(C(C)C)cc1
1ajx,[H]OC1C(O[H])C(COc2ccccc2)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)C1COc1ccccc1
4h4d,[H][N+]([H])([H])CC(C)=CCOP(=O)(O)OP(=O)(O)O
2avo,[H]OC(CC(Cc1ccccc1)C(=O)N([H])C1c2ccccc2CC1O[H])C[N+]1([H])CC[N+]([H])(CC2=CC=CN([H])C2)CC1C(=O)N([H])C(C)(C)C
5aav,CCC(=C(c1ccccc1)c1ccc(C=CC(=O)O)cc1)c1ccccc1
3r88,[H]N([H])c1cc(OC)c(OC)cc1C(=O)O
3i4y,[H]Oc1cc(Cl)cc(Cl)c1O[H]
5d25,[H]Oc1ccc(S(=O)(=O)N(CC)CC)cc1N([H])C(=O)c1c(C)c(C(C)=O)c(C)n1[H]
4ap7,[H]Oc1ccc(CC2N([H])N([H])C3N([H])C=C(c4ccc(F)cc4)N([H])N23)cc1
1enu,[H]N([H])c1ccc2c(=O)n([H])n([H])c(=O)c2c1
4pmm,[H]N1CN(c2ccc(C3=CN(CC(=O)N([H])C4C=C(C5CC5)N([H])N4c4ccccc4)N([H])N3[H])cc2OC)C=C1C
4nkw,[H]OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)=O)CCC32)C1
5orv,[H]OCC1=C(SC)N([H])SC1SC
3gc5,[H]N([H])C1N([H])C(=O)c2cc3c(c(CC[N+]([H])([H])[H])c2N1[H])N([H])C(N([H])C)N3[H]
4pop,[H]OCc1scc(CC2=CN([H])C(C)N([H])C2N([H])[H])c1C
5ufr,[H]OC(C1=CCN([H])C=C1)(C1=CC=C2C(=C(Cl)C(c3ccccc3)=C(N(C)C)N2[H])C1)C1=CN([H])CN1C
1v0l,[H]OC1C[N+]([H])([H])CCC1OC1OCC(O~[HH])C(O~[HH])C1O~[HH]
1qb1,[H]Oc1ccc(C(N([H])[H])=[N+]([H])[H])cc1OC1=C(F)C(N2CCCC(C(=O)O)C2)=C(F)C(Oc2cccc(C3N([H])C=CN3C)c2)N1[H]
1rbo,[H]OC(COP(=O)(O)O)C(O[H])C(COP(=O)(O)O)(O[H])C(=O)O
1f28,[H]N(Cc1ccc2ccc3c(c2c1)C(=O)N([H])C(C)N3[H])c1ccc2c(c1)CN(C(CCC(=O)O)C(=O)O)C2=O
1qy1,[H]N1C=CN([H])C(OC)=C1CC(C)C
3ekx,[H]Oc1cccc(C(=O)N([H])C(CSc2ccccc2)C(C[N+]2([H])CC3CCCCC3CC2C(=O)N([H])C(C)(C)C)O[H])c1C
2yfe,[H]Oc1c(CC=C(C)C)c(OC)cc(CCc2ccccc2)c1C(=O)O
5nxw,[H]N(C(=O)CSC1SC(N([H])[H])N([H])N1[H])c1ccc(S(=O)(=O)N([H])[H])cc1
2qwf,[H]N([H])C(N([H])C1CC(C(=O)O)OC(C(=O)N(C)CCC)C1N([H])C(C)=O)=[N+]([H])[H]
1e4h,[H]Oc1c(Br)c(Br)c(Br)c(Br)c1Br
3k5v,[H]N([H])C(=O)c1cccc(C2=CC(N([H])c3ccc(OC(F)(F)F)cc3)N([H])CN2[H])c1
1c5x,[H]N([H])C(c1cc2c(I)cccc2s1)=[N+]([H])[H]
3wz7,[H]N(Cc1ccccc1)C(=O)c1c(N([H])C(=O)C[N+]([H])([H])CCc2cn([H])c3ccccc23)sc2c1CCCC2
4ghi,[H]N1ON([H])c2c1ccc(N([H])c1cc(F)cc(Cl)c1)c2[N+](=O)[O-]
4o9s,[H]N1CN([H])C(N2CCN(C(=O)Cc3ccccc3C(F)(F)F)CC2)C2=C1SC1C=CC=C21
5mt9,[H]Oc1ccc2c(c1)c(CC[N+]([H])([H])[H])cn2[H]
2hoc,[H]N([H])c1c(F)cc(S(=O)(=O)N([H])C2SC(S(=O)(=O)N([H])[H])N([H])N2[H])cc1Cl
5vb6,[H]N1C=CC(C2CCC(N(C)C(=O)N(CC=C(C)C)c3cccc(N([H])C(=O)c4ccccc4)c3)CC2)=CC1
2vkm,[H]OC(C[N+]([H])([H])Cc1cccc(OC)c1)C(Cc1ccccc1)N([H])C(=O)c1cc(C(=O)N([H])C(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1
3o56,[H]N1CC(C2ON([H])C(CC(=O)N3CCCC3)N2[H])=C(N([H])C2CCOCC2)C2=C1N(CC)N([H])C2
2nnd,[H]N1C=CN([H])C(OC)=C1CC(C)C
4abf,[H][N+]([H])([H])Cc1csc2ccc(Br)cc12
3p8p,[H]N(CCCC(C(=O)O)[N+]([H])([H])[H])C(CCCC)=[N+]([H])[H]
1xug,[H]N([H])C(c1ccc2c(c1)N([H])C(CC1N([H])c3ccc(C(N([H])[H])=[N+]([H])[H])cc3N1[H])N2[H])=[N+]([H])[H]
3bex,[H]OCC(C)(C)C(O[H])C(=O)N([H])CCC(=O)O
6mvh,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
5cas,[H]OC(C)C1N([H])C2=C(C=C(N([H])C3C=CN([H])C(N4CCC(OC)C(F)C4)N3[H])N([H])C2)N1C(C)C(F)(F)F
1hsh,[H]OC(CC(Cc1ccccc1)C(=O)N([H])C1c2ccccc2CC1O[H])C[N+]1([H])CC[N+]([H])(CC2=CN([H])CC=C2)CC1C(=O)N([H])C(C)(C)C
1wei,[H]N1CN([H])C2=C1C(N([H])[H])N([H])CN2[H]
5c2h,[H]N1C(CCCOC2N([H])C(Cl)=C(C)C(N([H])CC3=C(C)N([H])C(C)S3)N2[H])=CC=C2CC=CC=C21
4asd,[H]N(C)C(=O)C1=CC(Oc2ccc(N([H])C(=O)N([H])c3ccc(Cl)c(C(F)(F)F)c3)cc2)=CCN1[H]
5byi,[H]N([H])c1ccc(N([H])N([H])c2ccc(S(=O)(=O)N([H])[H])cc2)cc1
4ly9,[H]OC(C)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)CC2C[N+]2([H])CCOCC2C)cc1)C(F)(F)F
4v01,[H]N1C=C(C#Cc2cc(C(=O)N([H])c3ccc(C[N+]4([H])CC[N+]([H])(C)CC4)c(C(F)(F)F)c3)ccc2C)N2C1=CC=CN2[H]
2r14,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
5aa9,[H]N([H])C1=C2C=C(CN1[H])C1=C(CN(C)C(=O)c3ccc(F)cc3C(C)O2)N([H])N(C)C1C#N
3oku,[H]N([H])S(O)(O)Oc1cc2c(cc1CC)C1CCC3(C)C(=O)CCC3C1CC2
4pp3,CC(=CC=CC(C)=CC(=O)O)C=C1CCCc2cc(C)ccc21
2reg,[H]OCC[N+](C)(C)C
4yth,[H]N(CC(F)(F)F)C(=O)C(C)(C)N([H])C1=C(F)CN([H])C(C2=CN([H])C3C2=CC(Cl)=CN3[H])N1[H]
4q08,[H]OCCSc1c(F)c(F)c(S(=O)(=O)N([H])[H])c(N([H])C2CCCCCCC2)c1F
3t64,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1C[N+]([H])([H])C(c1ccccc1)c1ccccc1
6prg,[H]OC(CC(=O)O)(CC(=O)O)C(=O)O
4d1j,[H]OCC1C(O[H])C(O[H])C(O[H])C[N+]1([H])[H]
3aid,[H]OC(C[N+](C)(Cc1ccccc1)N([H])C(=O)c1ccccc1)C(Cc1ccccc1)N([H])C(=O)OC(C)(C)C
5hbn,[H]N(CCCC(C(=O)O)[N+]([H])([H])[H])C(N([H])P(=O)(O)O)=[N+]([H])[H]
5fnt,[H]N1NN(C)c2ccc(C(CC(=O)O)c3ccc(Cl)c(CN(C)S(=O)(=O)c4ccccc4)c3)cc21
6b9p,[H]OCC1C(O[H])C(O[H])C(O[H])CN1CCCCCCCCCN1C=C(COC)N([H])N1[H]
6bgc,[H]OCC1OC(O[H])C(O[H])C(O[H])C1O[H]
4zji,[H]N1C(N2CC[N+]([H])(C)CC2)=C2CC(Cl)=CC=C2N(CC)c2ccc(F)cc21
1lqd,[H]N([H])C(c1cccc(Cn2c(C(=O)N([H])Cc3cc(C)cc(C)c3)cc3c(C)cccc32)c1)=[N+]([H])[H]
3sus,[H]OCC1OC2SC(C)[N+]([H])([H])C2C(O[H])C1O[H]
6cvf,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CC=C([N+]([H])([H])[H])N([H])C2=O)C1O[H]
3t82,[H]OC1OC(COS(O)(O)N([H])[H])C(OC(C)=O)C(OC(C)=O)C1O[H]
5cp5,[H]N(c1ccc(F)cc1)S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC
4e1k,[H]OC1=C(OC)CC2=C(N([H])c3ccc(N([H])C(=O)c4ccccc4)cc3)N([H])CN([H])C2=C1
5e13,[H]OCC1OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C(O[H])C1N1C=C(CN2CC=C(N([H])[H])N([H])C2=O)N([H])N1
3ecn,[H]N1CN([H])c2c1c(=O)n(C)c(=O)n2CC(C)C
5dgu,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1)C(Cc1ccccc1)N([H])C(=O)OC1CCOC2OCC(OC)C12
5lsg,[H]OC1CCC2(C)C(CCC3(C)C2CCC2C4C(C(=C)C)CCC4(C(=O)O)CCC23C)C1(C)C
4omj,CC(C)=CCCC(C)=CCCC(C)CCCC=C(C)CCCC(C)CCC1OC1(C)C
1a69,[H]OCC1OC(C2=C3C(C(=O)N([H])CN3[H])N([H])N2[H])C(O[H])C1O[H]
3gt9,[H]N1C(c2cccc3ccccc23)=CSC1C1CCCN1C(=O)C(C1CCCCC1)N([H])C(=O)C(C)[N+]([H])([H])C
2jdp,[H]OC1C(C)OC(OC)C(O[H])C1O[H]
3nyd,[H]N1NN([H])c2cc([N+](=O)[O-])ccc21
3g2z,[H]N1N=NN([H])C1N([H])C1=CC(=O)CCC1
5fs0,[H]Oc1ccc(Cl)cc1Cl
4x50,[H]OCC1OC(Oc2ccc(-c3ccccc3)cc2)C(O[H])C(O[H])C1O[H]
1nox,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
1yvm,[H]N1CSC=C1C1N([H])c2ccccc2N1[H]
1o2o,[H]Oc1c(OCC(C)C)cccc1C1N([H])c2cc(F)c(C(N([H])[H])=[N+]([H])[H])cc2N1[H]
1qft,[H]N1C=C(CC[N+]([H])([H])[H])N([H])C1
5er1,[H]OC(C[N+]([H])([H])C(C(=O)N([H])C(C(=O)N([H])C(Cc1ccccc1)C(=O)OC)C(C)CC)C(C)C)C(CC(C)C)[N+]([H])([H])[H]
1hee,[H]ON([H])C(=O)N([H])C(Cc1ccccc1)C(=O)O
1yvz,CC(C)N(C(=O)c1ccc(Cl)cc1Cl)c1cc(-c2ccccc2)sc1C(=O)O
6eyb,[H]OC1=C(C2C=CN([H])N2c2ccccc2)CC2=C(Cc3ccccc3)N([H])N([H])C2=C1
4leq,[H]OC1C(CCc2c3c(cc4c2N([H])C(N([H])C)N4[H])C(=O)N([H])C(N([H])[H])N3[H])OC(OC)C1O[H]
4qev,[H]N1C(c2ccc(Cl)cc2)c2cc(OC)ccc2N2C(C)N([H])N([H])C2C1C(C)C(=O)OC
1od8,[H]OC1COC(OC2CCN([H])C(=O)C2O[H])C(O[H])C1O[H]
3mho,[H]N1C(Cl)=C(C=O)C(N([H])c2ccc(S(=O)(=O)N([H])[H])cc2)N([H])C1SC
5dhu,[H]OC1C(CN([H])NN([H])[H])OC(N2C3C(=C(N([H])[H])N([H])CN3[H])N([H])C2SCC(=O)N([H])CCc2cn([H])c3ccccc23)C1O[H]
6ht1,[H]N(C(=O)C1=CC=C2C(=CN([H])N2C)C1)c1ccc2c(c1)N([H])C(C[N+]1([H])CCCC1C)N2[H]
4jfs,[H]OC1C(O[H])C(c2ccc(OC)cc2)[N+]([H])(C)C1C
3imc,[H]n1ccc2cc(OC)ccc21
5duw,[H]OCC1OC(O[H])C(O[H])C(O[H])C1OC1OC(CO[H])C(O[H])C(OS(O)(O)O)C1O[H]
5f9b,[H]OCC1(C)C(O[H])CCC2(C)C1CCC1(C)C2CC=C2C3CC(C)(C)CCC3(C(=O)O)C(O[H])CC21C
1lbf,[H]OC(COP(=O)(O)O)C(O[H])C(CN([H])c1ccccc1C(=O)O)O[H]
1bkj,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
4itp,[H]N(Cc1ccc(S(=O)(=O)N([H])[H])cc1)C(=O)Cc1ccccc1
2hy0,[H]N1C=C(c2ccc3c(c2)cc(-c2cc4cc(CN5CCCCC5)ccc4n2[H])c(=O)n3[H])CN1[H]
1cps,[H]N([H])S(C)(CC(Cc1ccccc1)C(=O)O)N([H])[H]
5u0z,[H]N([H])C1N([H])C(=O)C2=C(N([H])C(SC(C(=O)O)c3ccccc3)N2[H])N1[H]
3c4h,[H]N1C(=O)C2=C(CCSC2)N([H])C1C
3qx5,[H]N(CC1C=C(Cl)C=CN1C)C(=O)C1CCCN1C(=O)C(Cc1ccccc1)[N+]([H])([H])[H]
5mpz,[H]n1c(=O)oc2cc(C(=O)OC)ccc21
6ehh,[H]N(C1=CC(c2cccc(Cl)c2Cl)N([H])C(N)N1[H])C1CC1
1hih,[H]OC(C[N+]([H])(CC1CCCCC1)N([H])C(=O)C(C(C)C)N([H])C(C)=O)C(Cc1ccccc1)N([H])C(=O)C(C(C)C)N([H])C(C)=O
5n6s,[H]OCC1C(O[H])C(O[H])C(O[H])C2C(C(=O)N([H])CCCCN([H])NN([H])[H])C12
4kfq,[H]SC1N2c3ccccc3N([H])C(=O)C2N([H])N1[H]
2pbw,[H][N+]1([H])CC(C(C)=CC=CC(C)C(=O)O)C(CC(=O)O)C1C(=O)O
2e9u,[H]N1C=C2OCCCCCOc3ccc(Cl)cc3N([H])C(=O)N([H])C(=C1)N2[H]
6p83,[H]OC1C2=C(c3ccccc3Cl)C3=C(CC(C)(C)CC3=O)N([H])C2N([H])N1c1ccccc1
5wp5,[H]OC1C(CSC=CC(C(=O)O)[N+]([H])([H])[H])OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
2xib,[H]OC1C[N+]([H])([H])C(C)C(O[H])C1O[H]
1nfu,[H]N([H])C(c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1)=[N+]([H])[H]
1h23,[H]n1c2c(ccc1=O)C([N+]([H])([H])CCCCCCCCCCCC[N+]([H])([H])C1CCCc3c1ccc(=O)n3[H])CCC2
5wuu,[H]OC1=CC(N([H])CCCN(C)C(=O)C2CCCS2)=C2C=CC=CC2O1
1c1r,[H]N([H])C(c1ccc2c(c1)N([H])C(CC1N([H])c3ccccc3N1[H])N2[H])=[N+]([H])[H]
1c5q,[H]N([H])C(c1cc2c(I)cccc2s1)=[N+]([H])[H]
5cbm,[H][N+]([H])([H])C(c1ccccc1)P(=O)(O)CCC(=O)O
5nk9,[H]OC1(C)CCC(N([H])C(=O)c2cccc(N([H])C3SC(C(=O)N([H])c4c(C)cccc4Cl)=CN3[H])c2)CC1
1c5y,[H]N([H])C(C1=CC2=CC=CN([H])C2S1)=[N+]([H])[H]
5fhn,[H]N1OC(=C2N([H])N([H])N(Cc3cccc(C)c3)N2[H])C(CC(C(=O)O)[N+]([H])([H])[H])C1=O
5ko1,[H]N([H])C1=C(C(=O)OC(C(=O)N([H])c2ccc(F)cc2)c2ccccc2)N([H])C=CN1[H]
4xrz,[H]N([H])C1SCC2CC(C3=CN([H])N([H])C3)OCC2(c2ccc(F)cc2F)N1[H]
3tdh,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1O[H]
1yej,[H]N(CCCCCC(=O)O)C(=O)CCCP(=O)(O)Oc1ccc([N+](=O)[O-])cc1
3suw,[H]OC1CC[N+]2([H])CC(N([H])C(C)=O)C(O[H])C(O[H])C12
3st5,[H]OC1COC2CC(OC(=O)N([H])C(Cc3ccccc3)C(CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)O[H])CC12
2h15,[H]N([H])S(=O)(=O)N([H])CC12OCC3OC(C)(C)OC3C1OC(C)(C)O2
2zb1,[H]N(CC1CC1)C(=O)c1ccc(-c2cc(C3OC(C)N([H])N3[H])ccc2C)cc1
2jkp,[H]OC1C[N+]2([H])CCC(O[H])C2C(O[H])C1O[H]
5b25,[H]N1C(F)=CC=CC1c1ccc(CN2C(N([H])c3ccccc3)C3=C(N4C5CCCC5N([H])C4N(C)C3=O)N2[H])cc1
4fp1,[H]OC(C(=O)O)(C(F)(F)F)C(F)(F)F
1xw6,[H]N(CC(=O)O)C(=O)C(CS)N([H])C(=O)CCC(C(=O)O)[N+]([H])([H])[H]
2o4j,[H]OC1CC(=CC=C2CCCC3(C)C(=C(C)CCCC(C)(C)O[H])CCC23)CC(O[H])C1=C
3d4z,[H]OCC1C(O[H])C(O[H])C(O[H])C2N([H])C=CN12
3ao5,[H]N([H])C1=CC(c2cc(Br)c3c(c2)OCO3)N(C)N1[H]
6cr2,[H]N1C=CN(CC(c2ccc(Cl)cc2Cl)N([H])C(=O)c2ccc(C3OC(c4ccc(OCC(F)(F)F)cc4F)N([H])N3[H])cc2)C1
4xas,[H][N+]([H])([H])C1(C(=O)O)CC2(CC2)C2C(C(=O)O)C21
4rpo,[H]Oc1c(Cl)cc(Cl)cc1Cl
2p3i,[H]OCC(O[H])C(O[H])C1OC(OC)(C(=O)O)CC(O[H])C1N([H])C(C)=O
6g3v,[H]N([H])C(N([H])C1SC=C(CSCCC(N([H])S(=O)(=O)N([H])[H])=[N+]([H])[H])N1[H])=[N+]([H])[H]
2d1o,[H]ON([H])C(=O)C(CCCC[N+]([H])([H])[H])N([H])C(=O)CCCCCCCCCc1ccccc1CN([H])C(N([H])[H])=[N+]([H])[H]
5my8,[H]N1C=CC(c2ccc(C(=O)N([H])c3cc(C(F)(F)F)ccc3N3CC[N+]([H])(CC4C=CC=CN4[H])CC3)o2)=CC1
6f9u,[H]Oc1ccc(CC(C(=O)O)N([H])C(=O)C2(CC(CN([H])C(=O)C(CC(=O)O)N([H])C(C)=O)C(=O)O)CCCC2)cc1
1q7a,[H]Oc1ccc(N2C(=O)C(CCCC)C(=O)N2c2ccccc2)cc1
4jls,[H]OC1=C2C(N([H])C(N)N1[H])N(C1CN(C(=O)CP(=O)(O)O)CC1O[H])CN2[H]
1dy4,[H]OC(COc1cccc2ccccc12)C[N+]([H])([H])C(C)C
2xpk,[H]OCC1C(O[H])C(O[H])C(N([H])C(=O)CCS[H])C2N([H])C(CCc3ccccc3)=CN12
2zxd,[H]OC1C[N+]([H])([H])C(C(C)C)C(O[H])C1O[H]
3r4n,[H]N([H])C1N([H])C(C)=CC(c2c(Cl)cccc2OCCCC(F)(F)F)N1[H]
3hx3,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O
3hu3,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)S[H])OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
3muz,[H]OCC1OC(SC(C)C)C(O[H])C(O[H])C1O[H]
5v82,[H]N1C=C(C)N([H])C(C2C=C3C(=CN([H])N3C3C=CC=C(C4C[N+]([H])([H])CCC4(F)F)N3[H])CN2[H])=C1
1yei,[H]N(CC(=O)O)C(=O)CCCP(=O)(O)Oc1ccc([N+](=O)[O-])cc1
4q1x,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
3ibi,[H]N([H])S(O)(O)OCCCCCCCC
3e93,[H]N1OC2=CC(c3cc(C(=O)N([H])c4cccc(N5CCOCC5)c4)ccc3C)=CCC2=C1C1CC[N+]([H])([H])CC1
4oks,[H]N([H])c1cc(-c2ccc3c(CC(=O)O)cn(Cc4cc([N+](=O)[O-])ccc4OC)c3c2)cc(N([H])[H])c1
3zll,[H]Oc1c(N([H])[H])c(=O)n([H])c(=O)n1Cc1ccccc1
3ubd,[H]Oc1ccc(-c2oc3cc(O[H])cc(O[H])c3c(=O)c2OC2OC(C)C(OC(C)=O)C(OC(C)=O)C2O[H])cc1
1nq7,CC(C=CC=C(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)=CC(=O)O
1f74,[H]OCC(O[H])C(O[H])C(O[H])C(CCC(=O)C(=O)O)N([H])C(C)=O
4bti,[H]N(CC(C(=O)N1CCC(N(C)C)C1)N([H])S(=O)(=O)c1cccc(N2CCCCC2=O)c1OC(F)F)C(=O)c1ccc(Cl)s1
4u54,[H]N1C=CC=C(c2cccc(C[N+]([H])([H])C)c2)C1
1xh9,[H]Oc1ccc(N(C)C)cc1C(=O)c1ccc(C(=O)N([H])C2CCC[N+]([H])([H])CC2N([H])C(=O)C2=CCN([H])C=C2)cc1
3jqb,[H]N([H])C1N([H])C(=O)c2c(CCc3ccccc3)cn([H])c2N1[H]
4tte,[H]N1OC(C)C(c2cc(C(=O)OC)cc(N([H])[H])c2)=C1C
4rfm,[H]N(C(=O)C1C2=C(CC3(C)C(C2)C3(F)F)N([H])N1[H])C1=CN(C(c2ccccc2)C2CCCCS2(=O)=O)N([H])C1
4qgi,[H]OC(C[N+]1([H])CC2CCCCC2CC1C(=O)N([H])C(C)(C)C)C(CC1CCCCC1)N([H])C(=O)C(CC(=O)N([H])[H])N([H])C(=O)C1=CC=C2C=CC=CC2N1[H]
4gid,[H]OC(C)C(C(=O)N([H])CC(C)C)[N+]([H])([H])CC(Cc1ccccc1)N([H])C(=O)c1cc(C(=O)N([H])C(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1
2v2v,[H]OC1C(CN([H])C(=O)CC2N([H])c3ccccc3N2[H])OC(N2CC=C(N([H])[H])N([H])C2=O)C1O[H]
5meh,[H]OCC1C(O[H])C(O[H])C(O[H])C[N+]1([H])[H]
1qbu,[H]OC1C(O[H])C(Cc2ccccc2)N(CC2CC2)C(=O)N(Cc2cccc(C(=O)N([H])C3SC=CN3[H])c2)C1Cc1ccccc1
