PDBCode,DatabaseSmile,RDKitCanonSmile
4isk,C#CCN(c1ccc(cc1)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)[C@H]2CCc3c2cc4c(c3)NC(=NC4=O)CO,C#CCN(c1ccc(C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)cc1)[C@H]1CCc2cc3[nH]c(CO)nc(=O)c3cc21
3uxd,Clc1cc(Cl)c2c(c1)[nH]nn2,Clc1cc(Cl)c2nn[nH]c2c1
5en3,Clc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(Cl)cc(O)c12
5yfs,O[C@@H]1[C@@H](COP(O)(O)O)O[C@@H]([C@@H]1O)OP(O)(O)O,O[C@@H]1[C@@H](CO[PH](O)(O)O)O[C@H](O[PH](O)(O)O)[C@@H]1O
3vx3,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
5v82,Cc1cncc(n1)c1ncc2c(c1)n(nc2)c1cccc(n1)[C@H]1C[NH2+]CCC1(F)F,Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc([C@H]3C[NH2+]CCC3(F)F)n2)n1
4uof,O[C@H]1C[C@@H](O[C@@H]1COP(OP(O)(O)O)(O)O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O)O1
5b5g,COC(=O)c1cncc(c1)c1oc2c(c1)c(=O)[nH]cc2,COC(=O)c1cncc(-c2cc3c(=O)[nH]ccc3o2)c1
3qqs,OC(=O)c1ccccc1Nc1ccccc1C(=O)O,O=C(O)c1ccccc1Nc1ccccc1C(=O)O
1p57,Oc1ccccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)nc2c1
4u6w,CCCC([C@@H](P(O)(O)O)[NH3+])CCC,CCCC(CCC)[C@H]([NH3+])[PH](O)(O)O
4poj,C/C(=C/C=C/C(=C/C(=O)O)/C)/Cc1cccc2c1cc(C)cc2,C/C(=C/C=C/C(C)=C/C(=O)O)Cc1cccc2ccc(C)cc12
3sfg,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=S,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=S)[nH]1
2gz2,O[C@@H]1[C@@H](COP(O)(O)O)O[C@H]([C@@H]1OP(O)(O)O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O[PH](O)(O)O
1uwu,OC[C@H]1[NH2+][C@H](N=O)[C@@H]([C@H]([C@@H]1O)O)O,O=N[C@H]1[NH2+][C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1k6t,O[C@H](C[N@@H+]1CC[N@H+](C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1)C[C@@H]([C@@H](c1ccccc1)C)C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2,C[C@H](c1ccccc1)[C@H](C[C@H](O)C[N@@H+]1CC[N@@H+](Cc2cccnc2)C[C@H]1C(=O)NC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O
3dne,n1ccc(cc1)c1n[nH]c2c1cccc2,c1ccc2c(-c3ccncc3)n[nH]c2c1
1udb,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
4zla,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](Cc1ccccc1)N)O,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O
5c2h,Cc1sc(c(n1)C)CNc1nc(OCCCc2ccc3c(n2)cccc3)nc(c1C)Cl,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1
5kv9,CC(C)C(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)n2cc(nn2)c3ccccc3,CC(C)C(=O)N[C@@H]1[C@@H](n2cc(-c3ccccc3)nn2)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
3juk,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@@H]1O)O)O,O=c1ccn([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
4abb,[NH3+]Cc1csc2c1cccc2,[NH3+]Cc1csc2ccccc12
5dhu,N#N=NC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(SCC(=O)NCCc2c[nH]c3c2cccc3)nc2c1ncnc2N,[N-]=[N+]=NC[C@H]1O[C@@H](n2c(SCC(=O)NCCc3c[nH]c4ccccc34)nc3c(N)ncnc32)[C@H](O)[C@@H]1O
4a4w,COc1cc(CCc2ccccc2)c(c(c1C/C=C(CCC=C(C)C)/C)O)C(=O)O,COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C
5g57,COc1ccc(cc1OCCCCOc1ccc(cc1)c1nnn[nH]1)C1=NN(C2CCCCCC2)C(=O)[C@H]2[C@@H]1CC=CC2,COc1ccc(C2=NN(C3CCCCCC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OCCCCOc1ccc(-c2nnn[nH]2)cc1
6f9u,OC(=O)C[C@@H](C(=O)NC[C@@H](C(=O)O)CC1(CCCC1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)NC(=O)C,CC(=O)N[C@@H](CC(=O)O)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O
5dv2,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
5om7,OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H]([NH3+])[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1
5hcv,O=C1COc2c(N1)cc(cc2)/C=C/1c2ccccc2COc2c1ccc(c2)F,O=C1COc2ccc(/C=C3\c4ccccc4COc4cc(F)ccc43)cc2N1
1cnx,[NH3+]CCOCCOCCNC(=O)c1ccc(cc1)S(=O)(=O)N,NS(=O)(=O)c1ccc(C(=O)NCCOCCOCC[NH3+])cc1
1f4g,OC(=O)CCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O,O=C(O)CCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
1mzc,CCC1(c2cccc(Oc3cc(C(C)([NH3+])c4cncn4C)ccc3C#N)c2)CCCCN(C)C1=O,CCC1(c2cccc(Oc3cc(C(C)([NH3+])c4cncn4C)ccc3C#N)c2)CCCCN(C)C1=O
3iu9,c1cc(c(cc1Cl)Cl)CSc2[nH]c(nn2)N,Nc1nnc(SCc2ccc(Cl)cc2Cl)[nH]1
4poh,OC(=O)/C=C(/C=C/C=C(C=C1/CCCc2c1c(C)ccc2)/C)C,C/C(C=C1CCCc2cccc(C)c21)=C/C=C/C(C)=C/C(=O)O
4xmb,COc1ccc(cc1)S(=O)(=O)N(c1ccc(c2c1cccc2)N(S(=O)(=O)c1ccc(cc1)OC)CC(=O)N)CC(=O)N,COc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(N(CC(N)=O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1
4xoc,CCCCCCCO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O,CCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
3q6z,O[C@@H]1[C@@H](COP(OP(OC[C@H]2O[C@@H]([C@@H]([C@@H]2O)O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
6ob5,CC(=CCC/C(=C/CC/C(=C/CO[P@@](=O)(O)OP(=O)(O)O)/C)/C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO[P@@](=O)(O)OP(=O)(O)O
5m77,OC[C@H]1O[C@H](SC[C@H]2O[C@H](SC[C@H]3C[NH2+]C[C@H]([C@@H]3O)O)[C@H]([C@H]([C@@H]2O)O)O)[C@H]([C@H]([C@@H]1O)O)O,OC[C@H]1O[C@H](SC[C@H]2O[C@H](SC[C@H]3C[NH2+]C[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
4xir,CCC[C@H]1Cc2n(c3c(O1)cc(C(=O)N)c(c3)Cl)c1c(c2C)C(=O)CC(C1)(C)C,CCC[C@H]1Cc2c(C)c3c(n2-c2cc(Cl)c(C(N)=O)cc2O1)CC(C)(C)CC3=O
5hz6,Clc1ccc2c(c1)c(c1cccc(c1)C(C)C)c(c(n2)C(C)C)C(=O)O,CC(C)c1cccc(-c2c(C(=O)O)c(C(C)C)nc3ccc(Cl)cc23)c1
3gkz,C[C@@H](Cc1ccccc1)[NH2+]C,C[NH2+][C@@H](C)Cc1ccccc1
6i5v,O(C1OC(C(OC2OC(C(O)C(O)C2O)CO)C(O)C1O)CO)C1C(OC(O)C(O)C1O)CO,OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
3b4p,OC(=O)c1ccccc1NC1CCCCC1,O=C(O)c1ccccc1NC1CCCCC1
3rz8,CCCCCCNC(=O)c1ccc(cc1)S(=O)(=O)N,CCCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1
2yge,CO[C@H]1C[C@@H](C)CC2=C(OC)C(=O)C=C(C2=O)NC(=O)/C(=C/C=C[C@@H]([C@H](/C(=C/[C@@H]([C@H]1O)C)/C)OC(=O)N)OC)/C,COC1=C2C[C@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O
1xk9,C[NH+](CC(=O)Nc1ccc2c(c1)c1ccccc1c(=O)[nH]2)C,C[NH+](C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
5eko,Cc1cn(cn1)c2cccc(c2)C(=O)Nc3ccc(cc3)Oc4ccncc4,Cc1cn(-c2cccc(C(=O)Nc3ccc(Oc4ccncc4)cc3)c2)cn1
1o3f,Oc1c(cccc1c1cc2c([nH]1)ccc(c2)C(=[NH2+])N)c1ccccc1,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1
5xsj,C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O,O[C@H]1[C@H](O)CO[C@@H](O)[C@@H]1O
3ao2,Brc1cc(cc2c1OCO2)c1cc(n(n1)C)N,Cn1nc(-c2cc(Br)c3c(c2)OCO3)cc1N
4g5f,OC(=O)[C@@H]1COc2c(O1)cccc2,O=C(O)[C@@H]1COc2ccccc2O1
5hr5,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
1ax0,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O)NC(=O)C,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
3zze,O=C([C@H](c1ccc(cc1)O)C)N[NH2+][C@H]1C(=O)Nc2c1c(Cl)ccc2C,Cc1ccc(Cl)c2c1NC(=O)[C@@H]2[NH2+]NC(=O)[C@@H](C)c1ccc(O)cc1
1c5t,NC(=[NH2+])c1cc2c(s1)nccc2,NC(=[NH2+])c1cc2cccnc2s1
4mo4,O[C@@H]1[C@@H](COP(OP(O)(O)C)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,C[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
3n0n,O=C(Nc1c(F)c(F)c(c(c1F)F)F)Nc1ccc(cc1)S(=O)(=O)N,NS(=O)(=O)c1ccc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)cc1
4djv,COc1cccc(c1)c1cccc(c1)[C@]1([NH+]=C(N(C1=O)C)N)c1ccccc1,COc1cccc(-c2cccc([C@@]3(c4ccccc4)[NH+]=C(N)N(C)C3=O)c2)c1
1qb9,CC(=N)N1CCC(CC1)Oc1ccc2c(c1)n(Cc1ccc3c(c1)cc(cc3)C(=[NH2+])N)c1c2cccc1,CC(=N)N1CCC(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(N)=[NH2+])cc5c4)c3c2)CC1
6elo,CCc1cc(c(cc1O)O)c1[nH]nc(c1c1ccccc1F)C,CCc1cc(-c2[nH]nc(C)c2-c2ccccc2F)c(O)cc1O
3ppm,O=C(c1nnc(o1)c1ccccn1)CCCCCCc1ccccc1,O=C(CCCCCCc1ccccc1)c1nnc(-c2ccccn2)o1
4fai,COc1cc(ccc1OC)NC(=S)NCCCn1cncc1,COc1ccc(NC(=S)NCCCn2ccnc2)cc1OC
5k8s,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[PH](O)(O)O[C@H]2[C@H]1O
2v2v,O=C(Cc1nc2c([nH]1)cccc2)NC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O,N=c1ccn([C@@H]2O[C@H](CNC(=O)Cc3nc4ccccc4[nH]3)[C@@H](O)[C@H]2O)c(=O)[nH]1
4dsy,OC(=O)c1cncc(c1)c1ccccc1,O=C(O)c1cncc(-c2ccccc2)c1
2vwo,Clc1ccc(s1)C(=O)N[C@H]1C[N@@H+](C[C@@H]1F)CC(=O)Nc1ccc(cc1F)n1ccccc1=O,O=C(C[N@@H+]1C[C@H](F)[C@@H](NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F
4ido,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O,Nc1[nH]c2c(ncn2[C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH+]1
1k1o,OC(=O)C[NH2+][C@@H](C(=O)N1CCCC[C@H]1C(=O)NCCC[NH+]=C(N)N)CC1CCCCC1,NC(N)=[NH+]CCCNC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)[NH2+]CC(=O)O
5v13,C/C(=CCC/C(=C/C(=O)OC)/C)/CC[C@@H]1C(O1)(C)C,COC(=O)/C=C(\C)CCC=C(C)CC[C@H]1OC1(C)C
4o07,CC(Cc1cc(cc2c1C(=O)NCC2)n1c2CC(C)(C)CC(=O)c2c2c1C[N@H+](C)CC2)C,CC(C)Cc1cc(-n2c3c(c4c2CC(C)(C)CC4=O)CC[N@@H+](C)C3)cc2c1C(=O)NCC2
2jh5,C[C@H](N1CC[C@@H](C1=O)NS(=O)(=O)/C=C/c1ccc(s1)Cl)C(=O)N1CCOCC1,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O
3c39,OC(=O)[C@@H](COP(O)(O)O)O,O=C(O)[C@H](O)CO[PH](O)(O)O
4d4d,OC[C@H]1O[C@H](OC[C@H]2C[NH2+]C[C@H]([C@@H]2O)O)[C@H]([C@H]([C@@H]1O)O)O,OC[C@H]1O[C@H](OC[C@H]2C[NH2+]C[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
3nyd,O=N(=O)c1ccc2c(c1)[nH]nn2,O=[N+]([O-])c1ccc2nn[nH]c2c1
5j2x,Oc1cc(O)c(cc1c1n[nH]c(=O)n1c1ccccc1F)Br,O=c1[nH]nc(-c2cc(Br)c(O)cc2O)n1-c1ccccc1F
4aj4,C=CCSc1nc2c(s1)cc(cc2)NC(=O)CCC(=O)O,C=CCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1
4qf9,OC(=O)[C@H](CCc1ccc2c(c1)[nH]c(=O)c(=O)[nH]2)[NH3+],[NH3+][C@@H](CCc1ccc2[nH]c(=O)c(=O)[nH]c2c1)C(=O)O
4r5b,OC[C@@H]1O[C@H]([C@H]([C@H]([C@@H]1O)O)O)S(=O)(=O)N1CC[C@H](C1)OS(=O)(=O)N,NS(=O)(=O)O[C@@H]1CCN(S(=O)(=O)[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C1
1tx7,NC(=[NH2+])c1ccc(cc1)P(O)(O)C,C[PH](O)(O)c1ccc(C(N)=[NH2+])cc1
4b5w,OC(=O)[C@H](O)C,C[C@@H](O)C(=O)O
4orm,C1=C(NC(=O)NC1=O)C(=O)O,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
3hek,Oc1cc(O)c(cc1C(=O)N1CCC[C@@H]1c1ccc(cc1)C[N@H+]1CCC(C1)(F)F)Cl,O=C(c1cc(Cl)c(O)cc1O)N1CCC[C@@H]1c1ccc(C[N@H+]2CCC(F)(F)C2)cc1
5fa5,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O,CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1j0x,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@@](=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
1eix,C1C(=O)NC(=O)N(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,O=C1CC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1
3gni,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
1rdt,Cc1c(nc(o1)c2ccccc2)CCOc3ccc(cc3)C[C@@H](C(=O)O)Nc4ccccc4C(=O)c5ccccc5,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1
5c4l,C1C=C(O[C@@H]([C@@H]1N)O)CN,NCC1=CC[C@@H](N)[C@@H](O)O1
3si4,O=C([C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)[NH3+])NCc1cccc[n+]1C,C[n+]1ccccc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H]([NH3+])Cc1ccccc1
5f1r,OC(=O)[C@@H]1CSc2n1c(=O)cc(c2C1CC1)Cc1cccc2c1cccc2,O=C(O)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21
5c1w,Cc1c(Cl)nc(nc1Cl)C1CC1,Cc1c(Cl)nc(C2CC2)nc1Cl
5kww,CS(=O)(=O)CCCn1c2ccc(cc2cc1CN3c4cnccc4N(C3=O)CC(F)(F)F)Cl,CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)cc2cc(Cl)ccc21
4l19,Cc1ccc(cc1)CSc1nc2CCCc2c(=O)[nH]1,Cc1ccc(CSc2nc3c(c(=O)[nH]2)CCC3)cc1
1o35,Fc1ccc(c(c1)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)O,NC(=[NH2+])c1ccc2[nH]c(-c3cc(F)ccc3O)nc2c1
184l,CC(Cc1ccccc1)C,CC(C)Cc1ccccc1
5gj9,OC(=O)c1cnccn1,O=C(O)c1cnccn1
1g52,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1cccc(c1F)F,NS(=O)(=O)c1ccc(C(=O)NCc2cccc(F)c2F)cc1
4dld,OC(=O)CCc1cc(N(=O)=O)c(cc1C[C@@H](C(=O)O)[NH3+])Cl,[NH3+][C@@H](Cc1cc(Cl)c([N+](=O)[O-])cc1CCC(=O)O)C(=O)O
1dzk,COc1nccnc1CC(C)C,COc1nccnc1CC(C)C
6c0t,CCCOc1ccc(c(c1C(=O)c2ccc(cc2)C(=O)N[C@@H]3CNC[C@H]3NC(=O)c4ccc5c(c4)cn[nH]5)F)OC,CCCOc1ccc(OC)c(F)c1C(=O)c1ccc(C(=O)N[C@@H]2CNC[C@H]2NC(=O)c2ccc3[nH]ncc3c2)cc1
1w3k,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)C[NH2+]O[C@@H]2CO)[C@@H]([C@H]([C@@H]1O)O)O,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)C[NH2+]O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
5hrx,CCCCc1n[nH]c2c1c1ccccc1c(=O)o2,CCCCc1n[nH]c2oc(=O)c3ccccc3c12
4m0y,NC(=O)Nc1cn(nc1C(=O)N)c1cccc2c1cccc2,NC(=O)Nc1cn(-c2cccc3ccccc23)nc1C(N)=O
4e6d,N#CCC(=O)N1CCC[C@H](C1)n1cnc2c1c1cc[nH]c1nc2,N#CCC(=O)N1CCC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1
2ra0,C[NH+](Cc1nccn1c1ccc(c(c1)F)c1ccc2c(c1F)n(nc2C(=O)N)c1ccc2c(c1)c(N)no2)C,C[NH+](C)Cc1nccn1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1
2csn,[NH3+]CCNS(=O)(=O)c1ccc(c2c1cncc2)Cl,[NH3+]CCNS(=O)(=O)c1ccc(Cl)c2ccncc12
1q72,COC(=O)[C@H]1[C@H](C[C@H]2[N@@H+]([C@@H]1CC2)C)OC(=O)c1ccccc1,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[N@H+]2C
4ozj,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
2bvr,O=C(N[C@H](C(=O)N)Cc1ccc(cc1)[NH+]=C(N)N)CSc1ccc(cc1)Cl,NC(=O)[C@H](Cc1ccc([NH+]=C(N)N)cc1)NC(=O)CSc1ccc(Cl)cc1
6itq,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
6nyv,C[C@@H]1CNCCN1c2nc3ccccc3c(n2)Nc4cc(n[nH]4)C(C)(C)C,C[C@@H]1CNCCN1c1nc(Nc2cc(C(C)(C)C)n[nH]2)c2ccccc2n1
1xt3,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,O=C(O)CC(O)(CC(=O)O)C(=O)O
3f33,CC(c1cccc(c1O)C(C)C)C,CC(C)c1cccc(C(C)C)c1O
6dys,c1cc(c(cc1CCNC(=O)CCN)O)O,NCCC(=O)NCCc1ccc(O)c(O)c1
4wrb,COCCOc1ccc2c(c1)ccc(n2)c1nnn(c1)c1ccc(cc1)O,COCCOc1ccc2nc(-c3cn(-c4ccc(O)cc4)nn3)ccc2c1
4bti,CN(C)[C@H]1CCN(C1)C(=O)[C@H](CNC(=O)c2ccc(s2)Cl)NS(=O)(=O)c3cccc(c3OC(F)F)N4CCCCC4=O,CN(C)[C@H]1CCN(C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NS(=O)(=O)c2cccc(N3CCCCC3=O)c2OC(F)F)C1
2i4j,CCCCCCCN(c1nc2c(o1)cccc2)CCc1ccc(cc1)O[C@@](C(=O)O)(CC)C,CCCCCCCN(CCc1ccc(O[C@](C)(CC)C(=O)O)cc1)c1nc2ccccc2o1
1bcd,FC(S(=O)(=O)N)(F)F,NS(=O)(=O)C(F)(F)F
5n1r,NS(=O)(=O)c1ccc(cc1)c1ccc(cc1)Cn1cccn1,NS(=O)(=O)c1ccc(-c2ccc(Cn3cccn3)cc2)cc1
4pow,NC(=[NH+]CCC[C@H]([N@@H+]1[C@H](O)CC[C@@H]1C(=O)O)C(=O)O)N,NC(N)=[NH+]CCC[C@@H](C(=O)O)[N@@H+]1[C@H](O)CC[C@@H]1C(=O)O
1k4g,Nc1cc(CSc2ncc[nH]2)c2c(c1)c(=O)[nH]c(n2)N,Nc1cc(CSc2ncc[nH]2)c2nc(N)[nH]c(=O)c2c1
1z34,c1nc2c(nc(nc2n1[C@H]3C[C@@H]([C@H](O3)CO)O)F)N,Nc1nc(F)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
3m35,[NH3+]Cc1cccc(c1)n1nc(cc1C(=O)Nc1ccc(cc1F)c1ccccc1S(=O)(=O)C)C(F)(F)F,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(C[NH3+])c2)c(F)c1
1v2n,O=C1/C(=Cc2ccc(cc2)C(=[NH2+])N)/CCCC/C/1=C/c1ccc(cc1)C(=[NH2+])N,NC(=[NH2+])c1ccc(C=C2CCCC/C(=C/c3ccc(C(N)=[NH2+])cc3)C2=O)cc1
5mqe,CNC(=O)c1cc(c[nH]1)Br,CNC(=O)c1cc(Br)c[nH]1
5y13,OC(=O)CCCCNS(=O)(=O)c1ccc(c2c1cccc2)Br,O=C(O)CCCCNS(=O)(=O)c1ccc(Br)c2ccccc12
