PDB_code,Source,Dataset
PDB_4b35,PDBBind,TRAIN
PDB_4b3c,PDBBind,TRAIN
PDB_4b3d,PDBBind,TRAIN
PDB_4b5d,PDBBind,VAL
PDB_4b5s,PDBBind,TRAIN
PDB_4b5t,PDBBind,TEST
PDB_4b5w,PDBBind,TRAIN
PDB_4b6o,PDBBind,TRAIN
PDB_4b6p,PDBBind,VAL
PDB_4b6r,PDBBind,VAL
PDB_4b6s,PDBBind,TRAIN
PDB_4b73,PDBBind,TEST
PDB_4b74,PDBBind,TRAIN
PDB_4b76,PDBBind,TRAIN
PDB_4b7j,PDBBind,TRAIN
PDB_4b7p,PDBBind,TRAIN
PDB_4b7r,PDBBind,TRAIN
PDB_4b9k,PDBBind,TRAIN
PDB_4bah,PDBBind,VAL
PDB_4bak,PDBBind,VAL
PDB_4bam,PDBBind,TRAIN
PDB_4ban,PDBBind,TEST
PDB_4bao,PDBBind,TRAIN
PDB_4baq,PDBBind,VAL
PDB_4bb9,PDBBind,TRAIN
PDB_4bc5,PDBBind,TRAIN
PDB_4bck,PDBBind,VAL
PDB_4bcm,PDBBind,TRAIN
PDB_4bcn,PDBBind,VAL
PDB_4bco,PDBBind,TRAIN
PDB_4bcp,PDBBind,VAL
PDB_4bcs,PDBBind,VAL
PDB_4bf1,PDBBind,TRAIN
PDB_4bf6,PDBBind,TRAIN
PDB_4bfw,MOAD,TRAIN
PDB_4bhn,MOAD,TRAIN
PDB_4bi6,PDBBind,TRAIN
PDB_4bi7,PDBBind,TRAIN
PDB_4bj8,PDBBind,TRAIN
PDB_4bks,PDBBind,TRAIN
PDB_4bkt,PDBBind,TEST
PDB_4bny,PDBBind,TRAIN
PDB_4bpm,MOAD,TRAIN
PDB_4bqg,PDBBind,TRAIN
PDB_4bqh,PDBBind,TEST
PDB_4bqs,PDBBind,TRAIN
PDB_4bs0,PDBBind,TRAIN
PDB_4bt3,PDBBind,TRAIN
PDB_4bt4,PDBBind,TRAIN
PDB_4bt5,PDBBind,TRAIN
PDB_4bti,MOAD,TRAIN
PDB_4btk,PDBBind,TRAIN
PDB_4buq,PDBBind,TRAIN
PDB_4bxk,MOAD,TRAIN
PDB_4c0c,MOAD,TRAIN
PDB_4c1u,PDBBind,TRAIN
PDB_4c1y,PDBBind,TRAIN
PDB_4c2v,PDBBind,TRAIN
PDB_4c52,PDBBind,TRAIN
PDB_4c5d,PDBBind,VAL
PDB_4c6u,PDBBind,TRAIN
PDB_4c9x,PDBBind,VAL
PDB_4cc5,PDBBind,TRAIN
PDB_4cc6,MOAD,TRAIN
PDB_4cd0,PDBBind,TRAIN
PDB_4cd4,PDBBind,TRAIN
PDB_4cd5,PDBBind,TRAIN
PDB_4ceb,PDBBind,TRAIN
PDB_4cfl,PDBBind,TRAIN
PDB_4cft,MOAD,TRAIN
PDB_4cgi,PDBBind,TRAIN
PDB_4cig,PDBBind,TRAIN
PDB_4ciw,PDBBind,VAL
PDB_4cj4,PDBBind,TRAIN
PDB_4cjn,MOAD,TRAIN
PDB_4cjp,PDBBind,TRAIN
PDB_4cjq,PDBBind,TRAIN
PDB_4cjr,PDBBind,TRAIN
PDB_4ck3,PDBBind,TRAIN
PDB_4cl6,PDBBind,TRAIN
PDB_4cli,MOAD,TRAIN
PDB_4clj,PDBBind,TRAIN
PDB_4clr,MOAD,TRAIN
PDB_4cm4,MOAD,TRAIN
PDB_4cm9,MOAD,VAL
PDB_4cmo,PDBBind,TRAIN
PDB_4co3,MOAD,TRAIN
PDB_4cp5,PDBBind,TRAIN
PDB_4cpy,PDBBind,TRAIN
PDB_4cpz,PDBBind,TRAIN
PDB_4cr5,PDBBind,TRAIN
PDB_4cr9,PDBBind,VAL
PDB_4cra,PDBBind,TRAIN
PDB_4crb,PDBBind,TRAIN
PDB_4crc,PDBBind,TRAIN
PDB_4crf,PDBBind,TRAIN
PDB_4crl,PDBBind,TRAIN
PDB_4cs9,PDBBind,TRAIN
PDB_4csd,PDBBind,TRAIN
PDB_4css,PDBBind,TRAIN
PDB_4cst,PDBBind,TRAIN
PDB_4cu1,MOAD,TRAIN
PDB_4cu7,PDBBind,TEST
PDB_4cu8,PDBBind,TRAIN
PDB_4cwf,PDBBind,TRAIN
PDB_4cwn,PDBBind,TRAIN
PDB_4cwo,PDBBind,TRAIN
PDB_4cwp,PDBBind,TEST
PDB_4cwq,PDBBind,TRAIN
PDB_4cwr,PDBBind,TRAIN
PDB_4cws,PDBBind,TRAIN
PDB_4cwt,PDBBind,TRAIN
PDB_4d1j,PDBBind,TRAIN
PDB_4d3h,PDBBind,TRAIN
PDB_4d4d,PDBBind,TRAIN
PDB_4d62,MOAD,TRAIN
PDB_4d81,MOAD,TRAIN
PDB_4d8z,PDBBind,TRAIN
PDB_4da5,PDBBind,TRAIN
PDB_4daf,PDBBind,TRAIN
PDB_4db7,PDBBind,TRAIN
PDB_4dbm,PDBBind,TRAIN
PDB_4dcs,PDBBind,TRAIN
PDB_4ddh,PDBBind,TRAIN
PDB_4ddk,PDBBind,TRAIN
PDB_4ddm,PDBBind,VAL
PDB_4de0,PDBBind,TEST
PDB_4de1,PDBBind,TRAIN
PDB_4de2,PDBBind,TRAIN
PDB_4de5,PDBBind,TRAIN
PDB_4del,PDBBind,TRAIN
PDB_4der,PDBBind,VAL
PDB_4des,PDBBind,TRAIN
PDB_4det,PDBBind,TRAIN
PDB_4deu,PDBBind,TRAIN
PDB_4dew,PDBBind,TRAIN
PDB_4dff,PDBBind,TRAIN
PDB_4dfg,PDBBind,VAL
PDB_4dfu,MOAD,TRAIN
PDB_4dhl,PDBBind,TRAIN
PDB_4did,MOAD,TRAIN
PDB_4djo,PDBBind,TRAIN
PDB_4djp,PDBBind,TRAIN
PDB_4djq,PDBBind,TRAIN
PDB_4djr,PDBBind,TRAIN
PDB_4dju,PDBBind,TRAIN
PDB_4djv,PDBBind,TRAIN
PDB_4djw,PDBBind,TRAIN
PDB_4djx,PDBBind,VAL
PDB_4djy,PDBBind,TRAIN
PDB_4dk7,MOAD,TRAIN
PDB_4dko,PDBBind,TRAIN
PDB_4dkp,PDBBind,TRAIN
PDB_4dkq,PDBBind,TRAIN
PDB_4dkr,PDBBind,TRAIN
PDB_4dld,PDBBind,TRAIN
PDB_4dmw,PDBBind,TRAIN
PDB_4do1,MOAD,TRAIN
PDB_4do4,PDBBind,TRAIN
PDB_4do5,PDBBind,TRAIN
PDB_4dq2,PDBBind,TRAIN
PDB_4dst,PDBBind,TRAIN
PDB_4dsu,PDBBind,TRAIN
PDB_4dsy,PDBBind,TEST
PDB_4duh,PDBBind,TRAIN
PDB_4dv8,PDBBind,TRAIN
PDB_4dve,MOAD,TRAIN
PDB_4dzy,PDBBind,TRAIN
PDB_4e0x,PDBBind,TRAIN
PDB_4e1k,PDBBind,TRAIN
PDB_4e1m,MOAD,TRAIN
PDB_4e1n,MOAD,TRAIN
PDB_4e3g,PDBBind,TRAIN
PDB_4e4l,PDBBind,VAL
PDB_4e4n,PDBBind,TRAIN
PDB_4e5w,PDBBind,TRAIN
PDB_4e6d,PDBBind,TRAIN
PDB_4e6q,PDBBind,TRAIN
PDB_4e70,PDBBind,TRAIN
PDB_4e7r,PDBBind,TRAIN
PDB_4e90,MOAD,TRAIN
PDB_4e9u,PDBBind,TRAIN
PDB_4ea2,PDBBind,TRAIN
PDB_4eb8,PDBBind,TEST
PDB_4edf,MOAD,VAL
PDB_4ef6,PDBBind,TRAIN
PDB_4efk,PDBBind,TRAIN
PDB_4efs,PDBBind,TRAIN
PDB_4egk,PDBBind,TRAIN
PDB_4ehz,PDBBind,VAL
PDB_4ei4,PDBBind,TRAIN
PDB_4ej8,PDBBind,TRAIN
PDB_4ejl,PDBBind,TRAIN
PDB_4ejn,MOAD,TRAIN
PDB_4ek9,PDBBind,TRAIN
PDB_4elf,PDBBind,VAL
PDB_4elg,PDBBind,TRAIN
PDB_4elh,PDBBind,TEST
PDB_4en4,PDBBind,TRAIN
PDB_4eo6,PDBBind,TRAIN
PDB_4eo8,PDBBind,TRAIN
PDB_4eoh,PDBBind,TRAIN
PDB_4eor,PDBBind,TRAIN
PDB_4eox,MOAD,TRAIN
PDB_4epy,PDBBind,TRAIN
PDB_4erf,PDBBind,TRAIN
PDB_4euo,PDBBind,TRAIN
PDB_4ewh,MOAD,TRAIN
PDB_4ewn,PDBBind,TEST
PDB_4exs,PDBBind,TRAIN
PDB_4f09,PDBBind,TRAIN
PDB_4f1l,PDBBind,TRAIN
PDB_4f2q,MOAD,TRAIN
PDB_4f2w,PDBBind,TRAIN
PDB_4f39,PDBBind,TEST
PDB_4f3c,PDBBind,TRAIN
PDB_4f3k,PDBBind,VAL
PDB_4f6u,PDBBind,TRAIN
PDB_4f6w,PDBBind,TRAIN
PDB_4f7v,PDBBind,TRAIN
PDB_4f9u,PDBBind,TRAIN
PDB_4f9w,PDBBind,TRAIN
PDB_4f9y,PDBBind,TRAIN
PDB_4fai,PDBBind,TRAIN
PDB_4fcq,PDBBind,TRAIN
PDB_4fev,PDBBind,TRAIN
PDB_4few,PDBBind,TRAIN
PDB_4ffs,PDBBind,TRAIN
PDB_4fht,PDBBind,TRAIN
PDB_4fk6,PDBBind,TRAIN
PDB_4fl1,PDBBind,TRAIN
PDB_4fl2,PDBBind,TRAIN
PDB_4fl3,MOAD,TEST
PDB_4flp,PDBBind,TRAIN
PDB_4fm8,PDBBind,VAL
PDB_4fmu,MOAD,TRAIN
PDB_4fnn,PDBBind,TRAIN
PDB_4fp1,PDBBind,TRAIN
PDB_4fs4,PDBBind,TRAIN
PDB_4fsl,PDBBind,TRAIN
PDB_4fua,MOAD,TRAIN
PDB_4fxp,PDBBind,TEST
PDB_4fxq,PDBBind,TRAIN
PDB_4fzj,PDBBind,VAL
PDB_4g0p,PDBBind,TRAIN
PDB_4g0q,PDBBind,TRAIN
PDB_4g0y,PDBBind,TRAIN
PDB_4g0z,PDBBind,VAL
PDB_4g5f,PDBBind,TRAIN
PDB_4g68,MOAD,TEST
PDB_4g8m,PDBBind,TRAIN
PDB_4g8n,PDBBind,TRAIN
PDB_4g8v,PDBBind,TRAIN
PDB_4g8y,PDBBind,TRAIN
PDB_4g90,PDBBind,VAL
PDB_4g95,PDBBind,TRAIN
PDB_4gbd,PDBBind,TRAIN
PDB_4ge1,PDBBind,TEST
PDB_4gfm,PDBBind,TRAIN
PDB_4gfo,PDBBind,TRAIN
PDB_4gg7,PDBBind,TRAIN
PDB_4ggl,MOAD,TRAIN
PDB_4ggz,PDBBind,TRAIN
PDB_4ghi,PDBBind,TRAIN
PDB_4gid,PDBBind,VAL
PDB_4gih,PDBBind,TRAIN
PDB_4gii,PDBBind,TRAIN
PDB_4gj2,PDBBind,TRAIN
PDB_4gj3,PDBBind,TRAIN
PDB_4gkh,PDBBind,VAL
PDB_4gki,PDBBind,TRAIN
PDB_4gkm,PDBBind,TRAIN
PDB_4glw,MOAD,TRAIN
PDB_4gny,PDBBind,TRAIN
PDB_4gqp,PDBBind,TRAIN
PDB_4gqq,PDBBind,TRAIN
PDB_4gqr,PDBBind,TRAIN
PDB_4gr8,PDBBind,TRAIN
PDB_4gu6,PDBBind,TRAIN
PDB_4gu9,PDBBind,TEST
PDB_4gue,PDBBind,TRAIN
PDB_4gv4,MOAD,TRAIN
PDB_4gv8,MOAD,TRAIN
PDB_4gzp,PDBBind,TRAIN
PDB_4gzt,PDBBind,TRAIN
PDB_4gzx,PDBBind,TRAIN
PDB_4h3f,PDBBind,TRAIN
PDB_4h3g,PDBBind,TEST
PDB_4h3j,PDBBind,TRAIN
PDB_4h42,PDBBind,TRAIN
PDB_4h4d,MOAD,TRAIN
PDB_4h7q,PDBBind,TRAIN
PDB_4h81,PDBBind,TRAIN
PDB_4h85,PDBBind,TRAIN
PDB_4ha5,PDBBind,TEST
PDB_4hbm,PDBBind,TRAIN
PDB_4hdb,PDBBind,TRAIN
PDB_4hdf,PDBBind,TRAIN
PDB_4hdp,PDBBind,TEST
PDB_4heg,PDBBind,TRAIN
PDB_4hf4,PDBBind,TRAIN
PDB_4hfp,PDBBind,TRAIN
PDB_4hge,PDBBind,TRAIN
PDB_4hgw,MOAD,TRAIN
PDB_4hla,PDBBind,TEST
PDB_4hpi,PDBBind,VAL
PDB_4ht0,PDBBind,VAL
PDB_4ht2,PDBBind,TRAIN
PDB_4hu1,PDBBind,TRAIN
PDB_4hva,MOAD,TRAIN
PDB_4hw3,PDBBind,TRAIN
PDB_4hwo,PDBBind,TRAIN
PDB_4hwp,PDBBind,TEST
PDB_4hws,PDBBind,TRAIN
PDB_4hwt,MOAD,TEST
PDB_4hy1,PDBBind,TRAIN
PDB_4hym,PDBBind,TRAIN
PDB_4hzm,PDBBind,TRAIN
PDB_4hzx,MOAD,TRAIN
PDB_4i3z,PDBBind,TEST
PDB_4i53,MOAD,TRAIN
PDB_4i54,PDBBind,TRAIN
PDB_4i5c,PDBBind,TRAIN
PDB_4i6h,MOAD,TRAIN
PDB_4i71,PDBBind,TRAIN
PDB_4i72,PDBBind,TRAIN
PDB_4i74,PDBBind,TRAIN
PDB_4i7e,MOAD,TRAIN
PDB_4i7j,PDBBind,TEST
PDB_4i7k,PDBBind,TRAIN
PDB_4i7l,PDBBind,TRAIN
PDB_4i7m,PDBBind,TRAIN
PDB_4i7p,PDBBind,TRAIN
PDB_4i8w,PDBBind,TRAIN
PDB_4i8x,PDBBind,TRAIN
PDB_4i8z,PDBBind,TRAIN
PDB_4i9u,PDBBind,TRAIN
PDB_4ibb,PDBBind,TRAIN
PDB_4ibc,PDBBind,TRAIN
PDB_4ibd,PDBBind,TRAIN
PDB_4ibe,PDBBind,TRAIN
PDB_4ibf,PDBBind,TRAIN
PDB_4ibg,PDBBind,TRAIN
PDB_4ibi,PDBBind,TRAIN
PDB_4ibj,PDBBind,VAL
PDB_4ibk,PDBBind,TRAIN
PDB_4idn,PDBBind,TRAIN
PDB_4ido,PDBBind,TRAIN
PDB_4ih3,PDBBind,TRAIN
PDB_4ih5,PDBBind,TRAIN
PDB_4ih6,PDBBind,TRAIN
PDB_4ih7,PDBBind,TRAIN
PDB_4iic,PDBBind,TRAIN
PDB_4iid,PDBBind,TRAIN
PDB_4iie,PDBBind,TRAIN
PDB_4iif,PDBBind,TRAIN
PDB_4ij1,PDBBind,TRAIN
PDB_4ikr,MOAD,TRAIN
PDB_4inb,MOAD,TRAIN
PDB_4ipi,PDBBind,TRAIN
PDB_4ipj,PDBBind,TRAIN
PDB_4ipn,PDBBind,TRAIN
PDB_4ish,PDBBind,TRAIN
PDB_4isi,PDBBind,TRAIN
PDB_4isk,MOAD,TRAIN
PDB_4isu,PDBBind,TRAIN
PDB_4itp,PDBBind,TRAIN
PDB_4iue,PDBBind,TRAIN
PDB_4iuo,PDBBind,TRAIN
PDB_4iva,PDBBind,TRAIN
PDB_4ivb,PDBBind,TRAIN
PDB_4ivc,PDBBind,TRAIN
PDB_4ivd,PDBBind,TRAIN
PDB_4iwz,PDBBind,TRAIN
PDB_4ixh,MOAD,TRAIN
PDB_4j0m,MOAD,TRAIN
PDB_4j21,PDBBind,TRAIN
PDB_4j22,PDBBind,TRAIN
PDB_4j28,PDBBind,VAL
PDB_4j36,MOAD,TRAIN
PDB_4j3l,PDBBind,VAL
PDB_4j51,MOAD,TRAIN
PDB_4j7d,PDBBind,TRAIN
PDB_4j7e,PDBBind,TRAIN
PDB_4j8t,MOAD,VAL
PDB_4j93,PDBBind,TRAIN
PDB_4jal,PDBBind,TRAIN
PDB_4jaw,MOAD,TRAIN
PDB_4je7,PDBBind,TEST
PDB_4jfk,PDBBind,TRAIN
PDB_4jfm,PDBBind,TRAIN
PDB_4jfs,PDBBind,TRAIN
PDB_4jh0,PDBBind,TRAIN
PDB_4jia,PDBBind,TRAIN
PDB_4jkw,PDBBind,TRAIN
PDB_4jls,MOAD,TRAIN
PDB_4jmo,MOAD,TRAIN
PDB_4jmu,MOAD,VAL
PDB_4jn2,PDBBind,TRAIN
PDB_4jsa,PDBBind,TRAIN
PDB_4jsr,MOAD,TRAIN
PDB_4jss,PDBBind,VAL
PDB_4jsz,PDBBind,TRAIN
PDB_4jwk,PDBBind,TRAIN
PDB_4jx9,PDBBind,TEST
PDB_4jxs,PDBBind,TRAIN
PDB_4jyb,PDBBind,TRAIN
PDB_4jyc,PDBBind,TRAIN
PDB_4jym,PDBBind,TRAIN
PDB_4jyt,PDBBind,TRAIN
PDB_4jz1,PDBBind,TEST
PDB_4jzi,PDBBind,TRAIN
PDB_4jzr,MOAD,TRAIN
PDB_4jzx,MOAD,TRAIN
PDB_4k0o,PDBBind,TRAIN
PDB_4k0y,PDBBind,TRAIN
PDB_4k10,MOAD,TRAIN
PDB_4k18,PDBBind,TRAIN
PDB_4k26,MOAD,TRAIN
PDB_4k3h,PDBBind,TRAIN
PDB_4k3n,PDBBind,VAL
PDB_4k4j,PDBBind,TRAIN
PDB_4k55,PDBBind,VAL
PDB_4k5p,PDBBind,VAL
PDB_4k6i,PDBBind,TRAIN
PDB_4k77,PDBBind,TRAIN
PDB_4k7i,PDBBind,TRAIN
PDB_4k7n,PDBBind,TRAIN
PDB_4k7o,PDBBind,TRAIN
PDB_4k9y,PDBBind,TRAIN
PDB_4kao,PDBBind,TRAIN
PDB_4kax,PDBBind,TRAIN
PDB_4kb9,PDBBind,TRAIN
PDB_4kcl,MOAD,TRAIN
PDB_4kcx,PDBBind,TRAIN
PDB_4keq,PDBBind,VAL
PDB_4kfq,PDBBind,TEST
PDB_4kif,PDBBind,TRAIN
PDB_4kil,MOAD,TRAIN
PDB_4kiu,PDBBind,TRAIN
PDB_4kju,MOAD,TRAIN
PDB_4km0,PDBBind,VAL
PDB_4km2,PDBBind,TRAIN
PDB_4kmz,PDBBind,TRAIN
PDB_4kn0,PDBBind,TRAIN
PDB_4kn1,PDBBind,TRAIN
PDB_4kni,PDBBind,TRAIN
PDB_4knj,PDBBind,TRAIN
PDB_4knm,PDBBind,TRAIN
PDB_4knn,PDBBind,TRAIN
PDB_4ko8,PDBBind,TRAIN
PDB_4kow,PDBBind,TRAIN
PDB_4kp5,PDBBind,TRAIN
PDB_4kp7,MOAD,TRAIN
PDB_4kp8,PDBBind,TRAIN
PDB_4ks1,PDBBind,TRAIN
PDB_4ks4,PDBBind,TRAIN
PDB_4kwf,PDBBind,TEST
PDB_4kwg,PDBBind,TRAIN
PDB_4kwo,PDBBind,TRAIN
PDB_4kxb,PDBBind,TRAIN
PDB_4kxn,PDBBind,TRAIN
PDB_4kyh,PDBBind,TRAIN
PDB_4kyk,PDBBind,TEST
PDB_4kz3,PDBBind,TRAIN
PDB_4kz4,PDBBind,TRAIN
PDB_4kz6,PDBBind,TRAIN
PDB_4kz7,PDBBind,TRAIN
PDB_4kzq,PDBBind,TRAIN
PDB_4kzu,PDBBind,TRAIN
PDB_4l19,PDBBind,TRAIN
PDB_4l1a,MOAD,TRAIN
PDB_4l2l,PDBBind,TRAIN
PDB_4l40,MOAD,TRAIN
PDB_4l4v,PDBBind,TRAIN
PDB_4l4z,PDBBind,TRAIN
PDB_4l50,PDBBind,TRAIN
PDB_4l51,PDBBind,TRAIN
PDB_4l77,MOAD,TRAIN
PDB_4l9i,PDBBind,TRAIN
PDB_4lar,PDBBind,TRAIN
PDB_4lbu,PDBBind,VAL
PDB_4lch,PDBBind,TEST
PDB_4lcn,MOAD,TRAIN
PDB_4leq,PDBBind,TRAIN
PDB_4lhm,PDBBind,TRAIN
PDB_4lhv,PDBBind,TRAIN
PDB_4lj5,PDBBind,TRAIN
PDB_4lj8,PDBBind,TRAIN
PDB_4ljh,PDBBind,TRAIN
PDB_4lk7,PDBBind,TRAIN
PDB_4lkk,PDBBind,TRAIN
PDB_4lko,PDBBind,TRAIN
PDB_4lkq,PDBBind,TEST
PDB_4ll3,PDBBind,TRAIN
PDB_4llj,PDBBind,TRAIN
PDB_4llk,PDBBind,TRAIN
PDB_4llp,PDBBind,TRAIN
PDB_4llx,PDBBind,TRAIN
PDB_4lm0,PDBBind,TRAIN
PDB_4lm1,PDBBind,TRAIN
PDB_4lm2,PDBBind,TRAIN
PDB_4lm3,PDBBind,TEST
PDB_4lm4,PDBBind,VAL
PDB_4lo2,MOAD,TRAIN
PDB_4loo,PDBBind,TRAIN
PDB_4lov,PDBBind,VAL
PDB_4loy,PDBBind,TRAIN
PDB_4lpg,MOAD,TRAIN
PDB_4lps,PDBBind,TEST
PDB_4lrr,PDBBind,TRAIN
PDB_4luz,PDBBind,TEST
PDB_4lwa,MOAD,TRAIN
PDB_4lwp,MOAD,TRAIN
PDB_4lwu,MOAD,TRAIN
PDB_4lxz,PDBBind,TRAIN
PDB_4ly1,PDBBind,TRAIN
PDB_4ly9,PDBBind,TRAIN
PDB_4lyw,PDBBind,TRAIN
PDB_4lzr,PDBBind,TEST
PDB_4lzs,PDBBind,TRAIN
PDB_4m0e,PDBBind,TRAIN
PDB_4m0f,PDBBind,TEST
PDB_4m0r,PDBBind,TRAIN
PDB_4m0y,PDBBind,TRAIN
PDB_4m12,PDBBind,TRAIN
PDB_4m13,PDBBind,TEST
PDB_4m14,PDBBind,TRAIN
PDB_4m2r,PDBBind,TRAIN
PDB_4m2u,PDBBind,TRAIN
PDB_4m2v,PDBBind,TRAIN
PDB_4m2w,PDBBind,TRAIN
PDB_4m3p,PDBBind,TRAIN
PDB_4m6u,PDBBind,TRAIN
PDB_4m8e,PDBBind,TRAIN
PDB_4m8h,PDBBind,TRAIN
PDB_4mc1,PDBBind,TRAIN
PDB_4mc2,PDBBind,TRAIN
PDB_4mc6,PDBBind,TRAIN
PDB_4mc9,PDBBind,TRAIN
PDB_4mcc,MOAD,TEST
PDB_4mgd,PDBBind,TRAIN
PDB_4mhy,PDBBind,TRAIN
PDB_4mhz,PDBBind,TRAIN
PDB_4mjp,PDBBind,TRAIN
PDB_4mmm,PDBBind,TRAIN
PDB_4mmp,PDBBind,TRAIN
PDB_4mnp,PDBBind,TRAIN
PDB_4mo4,PDBBind,TRAIN
PDB_4mo8,PDBBind,TRAIN
PDB_4mpn,PDBBind,TEST
PDB_4mq6,PDBBind,TRAIN
PDB_4mr3,PDBBind,TRAIN
PDB_4mr6,PDBBind,TRAIN
PDB_4mre,PDBBind,VAL
PDB_4mrg,PDBBind,TRAIN
PDB_4mrw,PDBBind,TRAIN
PDB_4mrz,PDBBind,TRAIN
PDB_4msa,PDBBind,TRAIN
PDB_4msc,PDBBind,TRAIN
PDB_4msg,MOAD,TRAIN
PDB_4msn,PDBBind,VAL
PDB_4mss,PDBBind,TRAIN
PDB_4muf,PDBBind,TRAIN
PDB_4mul,PDBBind,TRAIN
PDB_4muv,PDBBind,TRAIN
PDB_4mxp,MOAD,TRAIN
PDB_4myd,PDBBind,TRAIN
PDB_4n07,PDBBind,TRAIN
PDB_4n14,MOAD,TRAIN
PDB_4n5d,PDBBind,TRAIN
PDB_4n6g,PDBBind,TRAIN
PDB_4n6z,PDBBind,TEST
PDB_4n7u,PDBBind,TRAIN
PDB_4n8q,PDBBind,VAL
PDB_4n9a,PDBBind,TRAIN
PDB_4n9c,PDBBind,VAL
PDB_4n9i,MOAD,TRAIN
PDB_4na9,PDBBind,TRAIN
PDB_4nbk,PDBBind,TRAIN
PDB_4nbl,PDBBind,TEST
PDB_4nbn,PDBBind,VAL
PDB_4ncn,PDBBind,TRAIN
PDB_4ndu,PDBBind,TRAIN
PDB_4ngm,PDBBind,VAL
PDB_4ngn,PDBBind,TRAIN
PDB_4nh7,PDBBind,TRAIN
PDB_4nh8,PDBBind,TEST
PDB_4nj9,PDBBind,TRAIN
PDB_4nja,PDBBind,TRAIN
PDB_4nkt,PDBBind,TRAIN
PDB_4nkw,MOAD,VAL
PDB_4nl1,PDBBind,TEST
PDB_4non,PDBBind,TRAIN
PDB_4nos,MOAD,TRAIN
PDB_4np2,PDBBind,TRAIN
PDB_4np3,PDBBind,TRAIN
PDB_4np9,PDBBind,TRAIN
PDB_4nra,PDBBind,TRAIN
PDB_4nuc,PDBBind,TRAIN
PDB_4nue,PDBBind,TRAIN
PDB_4nvp,PDBBind,TRAIN
PDB_4nvq,MOAD,TRAIN
PDB_4nw6,MOAD,TRAIN
PDB_4nwc,PDBBind,VAL
PDB_4nxu,PDBBind,TRAIN
PDB_4nxv,PDBBind,TRAIN
PDB_4nyf,PDBBind,TRAIN
PDB_4o04,PDBBind,TRAIN
PDB_4o05,PDBBind,TRAIN
PDB_4o07,PDBBind,TRAIN
PDB_4o09,PDBBind,TRAIN
PDB_4o0a,PDBBind,TEST
PDB_4o0b,PDBBind,TRAIN
PDB_4o0x,PDBBind,TRAIN
PDB_4o0y,PDBBind,TEST
PDB_4o2b,PDBBind,TRAIN
PDB_4o2p,PDBBind,VAL
PDB_4o33,MOAD,TRAIN
PDB_4o3f,PDBBind,TRAIN
PDB_4o61,PDBBind,TRAIN
PDB_4o97,PDBBind,VAL
PDB_4o9s,MOAD,TRAIN
PDB_4o9v,PDBBind,TRAIN
PDB_4oag,PDBBind,TRAIN
PDB_4oak,PDBBind,TRAIN
PDB_4oar,MOAD,TRAIN
PDB_4oas,MOAD,TRAIN
PDB_4oc0,PDBBind,TRAIN
PDB_4oc2,PDBBind,TEST
PDB_4oc3,PDBBind,VAL
PDB_4oc5,PDBBind,TRAIN
PDB_4ocj,MOAD,TEST
PDB_4ocq,PDBBind,VAL
PDB_4447,PDBBind,TRAIN
PDB_4ocx,MOAD,TRAIN
PDB_4og3,PDBBind,TRAIN
PDB_4og4,PDBBind,TRAIN
PDB_4ogj,PDBBind,TRAIN
PDB_4oic,MOAD,TRAIN
PDB_4oiv,PDBBind,TRAIN
PDB_4ojz,MOAD,TRAIN
PDB_4oks,PDBBind,TRAIN
PDB_4oma,PDBBind,TRAIN
PDB_4omj,PDBBind,TRAIN
PDB_4onc,MOAD,VAL
PDB_4or6,PDBBind,VAL
PDB_4orm,MOAD,VAL
PDB_4ouj,MOAD,TRAIN
PDB_4ovf,PDBBind,TRAIN
PDB_4ovg,PDBBind,TRAIN
PDB_4ovh,PDBBind,TRAIN
PDB_4owk,MOAD,TRAIN
PDB_4owm,PDBBind,TRAIN
PDB_4owv,PDBBind,TRAIN
PDB_4ozj,PDBBind,TRAIN
PDB_4p3h,PDBBind,VAL
PDB_4p58,PDBBind,VAL
PDB_4p5d,PDBBind,TRAIN
PDB_4p5y,MOAD,VAL
PDB_4p5z,PDBBind,TRAIN
PDB_4p6c,PDBBind,TEST
PDB_4p6w,PDBBind,TRAIN
PDB_4p6x,PDBBind,TRAIN
PDB_4pa0,MOAD,TRAIN
PDB_4pb2,PDBBind,TRAIN
PDB_4pcs,PDBBind,TRAIN
PDB_4pee,PDBBind,TRAIN
PDB_4pf5,PDBBind,TRAIN
PDB_4pft,PDBBind,TRAIN
PDB_4pfu,PDBBind,TEST
PDB_4phu,PDBBind,TRAIN
PDB_4pin,PDBBind,TRAIN
PDB_4pjt,MOAD,TRAIN
PDB_4pmm,PDBBind,TRAIN
PDB_4pnu,PDBBind,TRAIN
PDB_4poh,PDBBind,TRAIN
PDB_4poj,PDBBind,TRAIN
PDB_4pop,PDBBind,TRAIN
PDB_4pow,PDBBind,TEST
PDB_4pox,PDBBind,TRAIN
PDB_4pp0,PDBBind,TRAIN
PDB_4pp3,PDBBind,TRAIN
PDB_4pp5,PDBBind,TRAIN
PDB_4pqa,PDBBind,TRAIN
PDB_4psb,PDBBind,TRAIN
PDB_4pum,PDBBind,TEST
PDB_4pv5,PDBBind,TRAIN
PDB_4pvx,PDBBind,TRAIN
PDB_4pvy,PDBBind,VAL
PDB_4pzv,PDBBind,VAL
PDB_4q08,PDBBind,TRAIN
PDB_4q09,PDBBind,TRAIN
PDB_4q0k,PDBBind,TRAIN
